pmid	curator	curatable	curator_comment	prot_pairs	ccline_uniprot	noncur_prot	contains_ints_man_check	contains_ints_man_check_comment	imex_publ	imex_pair	GO_IPI_publ	GO_IPI_pair	BioGRID_publ	BioGRID_pair	tm_epmc_publ	tm_epmc_pair	EVEX_publ	EVEX_pair	STRING_textmining_pair	reactome_publ	reactome_pair	OmniPath_interactions_publ	OmniPath_interactions_pair	OmniPath_ptm_publ	OmniPath_ptm_pair	STRING_pi_pair	iid_pred	prot_ac
8682647				A0A0S2Z3D5_P98160|P02649_P98160|P98160_Q8N6M6	no (Q8N6M6)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	no	P02649
2285189				A0A024R3E3_Q8N6M6|A0A140VK24_Q8N6M6|P02647_Q8N6M6|P04180_Q8N6M6	no (Q8N6M6)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P02647
2285189				A0A024R3E3_Q8N6M6|A0A140VK24_Q8N6M6|P02647_Q8N6M6|P04180_Q8N6M6	no (Q8N6M6)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P04180
2530631				A0A024R7D5_Q8N6M6|P01130_Q8N6M6	no (Q8N6M6)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P01130
6096356				P04114_Q8N6M6|Q59HB3_Q8N6M6|Q7Z7Q0_Q8N6M6	no (Q8N6M6)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P04114
12651072				O19617_Q8N6C8|P10321_Q8N6C8|P43629_Q8N6C8|Q5UCE2_Q8N6C8|Q6H2G3_Q8N6C8|Q6R739_Q8N6C8|Q8N6C8_Q8N6C9|Q8N6C8_Q95HC2	no (Q8N6C8)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	part	Q8N6C8
16925817				A0A087X0H2_B0AZV7|A0A087X0H2_B4DK65|A0A087X0H2_B4DT49|A0A087X0H2_B4E0R1|A0A087X0H2_E7EW59|A0A087X0H2_P01730|A0A087X0H2_P05107|A0A087X0H2_P05362|A0A087X0H2_P31947|A0A087X0H2_Q9Y467|A0A140VJJ6_Q8N6C5|A0A140VJJ6_Q9H2M9|B0AZV7_B4E0R1|B0AZV7_O95073|B0AZV7_P05107|B0AZV7_P05362|B0AZV7_P31947|B0AZV7_Q9Y620|B4DK65_B4E0R1|B4DK65_O95073|B4DK65_P05107|B4DK65_P05362|B4DK65_Q9Y620|B4DT49_B4E0R1|B4DT49_O95073|B4DT49_P05107|B4DT49_P05362|B4DT49_P31947|B4DT49_Q9Y620|B4E0R1_E7EW59|B4E0R1_O95073|B4E0R1_P01730|B4E0R1_P05362|B4E0R1_Q9Y467|B4E0R1_Q9Y620|E7EW59_O95073|E7EW59_P05107|E7EW59_P05362|E7EW59_Q9Y620|O95073_P01730|O95073_P05107|O95073_P05362|O95073_P31947|O95073_Q9Y467|P01730_P05107|P01730_P05362|P01730_P31947|P01730_Q9Y620|P02679_Q8N6C5|P02679_Q9H2M9|P05107_P05362|P05107_Q9Y467|P05107_Q9Y620|P05362_P31947|P05362_Q9Y467|P05362_Q9Y620|P31947_Q9Y620|Q9Y467_Q9Y620	no (Q8N6C5,Q9H2M9)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part	P31947
16638134				A0A024R796_A0A024RAT4|A0A024R796_A0A024RD33|A0A024R796_A0A024RD37|A0A024R796_A0A087WTP4|A0A024R796_A0A087WUD8|A0A024R796_A0A087X0B2|A0A024R796_A0A087X1L1|A0A024R796_A0A0Y0IMM4|A0A024R796_A2A2V4|A0A024R796_P15692|A0A024R796_Q8N6C5|A0A024R796_Q96A58|A0A024RAT4_A0A024RD33|A0A024RAT4_A0A024RD37|A0A024RAT4_A0A087WTP4|A0A024RAT4_A0A087WUD8|A0A024RAT4_A0A087X0B2|A0A024RAT4_A0A087X1L1|A0A024RAT4_A0A0Y0IMM4|A0A024RAT4_A2A2V4|A0A024RAT4_P15692|A0A024RAT4_P55273|A0A024RAT4_Q8N6C5|A0A024RD33_P55273|A0A024RD33_Q8N6C5|A0A024RD33_Q96A58|A0A024RD37_P55273|A0A024RD37_Q8N6C5|A0A024RD37_Q96A58|A0A087WTP4_P55273|A0A087WTP4_Q8N6C5|A0A087WTP4_Q96A58|A0A087WUD8_P55273|A0A087WUD8_Q8N6C5|A0A087WUD8_Q96A58|A0A087X0B2_P55273|A0A087X0B2_Q8N6C5|A0A087X0B2_Q96A58|A0A087X1L1_P55273|A0A087X1L1_Q8N6C5|A0A087X1L1_Q96A58|A0A0Y0IMM4_P55273|A0A0Y0IMM4_Q8N6C5|A0A0Y0IMM4_Q96A58|A2A2V4_P55273|A2A2V4_Q8N6C5|A2A2V4_Q96A58|P15692_P55273|P15692_Q8N6C5|P15692_Q96A58|P55273_Q8N6C5|P55273_Q96A58|Q8N6C5_Q96A58	no (Q8N6C5,Q96A58)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P15692
9195882				B0LPE5_Q8N6C5|B3KVH4_Q8N6C5|P08138_P52565|P08138_P61586|P31749_Q8N6C5	no (Q8N6C5)	part			no	no	no	no	no	no	no	no	yes	part	part	yes	part	no	no	no	no	part	no	P31749
21827691				A0A0S2Z3D5_Q8N6C5|P02649_Q8N6C5	no (Q8N6C5)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P02649
10417619				P12318_Q8N6C5	no (Q8N6C5)	no			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P12318
21486482				P06400_Q8N5Y2|P62805_Q9H7Z6|Q08999_Q8N5Y2|Q9H7Z6_Q9HCI7	no (Q8N5Y2,Q9HCI7)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	part	part	Q9HCI7
28422048				O00444_O95433|O00444_P29323|O00444_P46108|O00444_Q13233|O00444_Q8N568|O00444_Q9NV58|O00444_Q9Y2S7|P29323_Q13233	no (Q8N568,Q9NV58)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	part	Q13233
27322249				P17252_Q8N556	no (Q8N556)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	no	P17252
25629551				P07711_P21579|P07711_P49841|P13500_P21579|P13500_P49841|P21579_P49841|P21579_Q8N3V7	no (Q8N3V7)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	no	P49841
28277542				P37231_Q8N3V7|P37231_Q9NP85	no (Q8N3V7)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	no	P37231
27552051				Q8N3D4_Q8NDI1	no (Q8N3D4,Q8NDI1)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	no	Q8NDI1
25341039				P15692_P19419|P15692_P29279|P15692_P29323|P15692_Q16665|P15692_Q8N335|P15692_Q96L42|P15692_Q9GZT9|P15692_Q9UQ05|P19419_P29279|P19419_Q16665|P19419_Q8N335|P29279_P29323|P29279_Q16665|P29279_Q8N335|P29279_Q96L42|P29279_Q9GZT9|P29279_Q9UQ05|P29323_Q16665|P29323_Q8N335|Q16665_Q8N335|Q16665_Q96L42|Q16665_Q9GZT9|Q16665_Q9UQ05|Q8N335_Q96L42|Q8N335_Q9UQ05	no (Q8N335,Q96L42,Q9UQ05)	part			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part	P15692
16298368				B7Z4H2_Q8N2Q7|B7Z647_Q8N2Q7|B9EGL1_Q8N2Q7|P78352_Q8N2Q7	no (Q8N2Q7)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	part	P78352
20348106				B2RUU2_B4E2K6|B2RUU2_E9PMR6|B2RUU2_O15085|B2RUU2_Q8N1W1|B2RUU2_Q9NZN5|B4E2K6_B7XCW9|B4E2K6_O95477|B7XCW9_E9PMR6|B7XCW9_O15085|B7XCW9_Q8N1W1|B7XCW9_Q9NZN5|E9PMR6_O95477|O15085_O95477|O95477_Q8N1W1|O95477_Q9NZN5	no (Q8N1W1)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part	O95477
26129894				P15692_P60953|P15692_Q8N1I0|P15692_Q9BZ29|P15692_Q9NR83|Q15942_Q9BZ29|Q8N1I0_Q9BZ29	no (Q8N1I0,Q9NR83)	part			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	no	P15692
12917409				A0A024R3E3_B3KUJ3|A0A024R3E3_Q8IZY2|B3KUJ3_P02647|P02647_Q8IZY2	no (Q8IZY2)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part	P02647
21151926				A0A024R8A6_A0A0S2Z562|A0A024R8A6_A0A0S2Z5B6|A0A024R8A6_Q8IZL9|A0A0S2Z562_Q9HC98|A0A0S2Z5B6_Q9HC98|B4DMM9_B4DYG2|B4DMM9_B6D4Y2|B4DMM9_O43683|B4DMM9_Q96GX5|B4DMM9_Q99986|B4DMM9_Q9UM73|B4DT73_B4DYG2|B4DT73_B7Z1G6|B4DT73_L7RTI5|B4DT73_O14965|B4DT73_O43683|B4DT73_P53350|B4DT73_Q02156|B4DT73_Q13535|B4DT73_Q14680|B4DT73_Q96GD4|B4DT73_Q9H1R3|B4DYG2_B6D4Y2|B4DYG2_E7EPP6|B4DYG2_J3KR25|B4DYG2_L7RTI5|B4DYG2_O14757|B4DYG2_O14965|B4DYG2_P53350|B4DYG2_Q02156|B4DYG2_Q13535|B4DYG2_Q8N165|B4DYG2_Q96GD4|B4DYG2_Q96GX5|B4DYG2_Q96RU7|B4DYG2_Q9H1R3|B4DYG2_Q9UM73|B4DYG2_Q9Y6M4|B6D4Y2_J3KR25|B6D4Y2_O43683|B6D4Y2_Q96GX5|B6D4Y2_Q96RU7|B7Z1G6_E7EPP6|B7Z1G6_O14757|E7EPP6_L7RTI5|E7EPP6_O14965|E7EPP6_O43683|E7EPP6_P53350|E7EPP6_Q02156|E7EPP6_Q13535|E7EPP6_Q14680|E7EPP6_Q96GD4|E7EPP6_Q9H1R3|J3KR25_O43683|J3KR25_Q96GX5|J3KR25_Q99986|J3KR25_Q9UM73|L7RTI5_O14757|L7RTI5_O14965|L7RTI5_O43683|L7RTI5_P53350|L7RTI5_Q13535|L7RTI5_Q96GD4|L7RTI5_Q9H1R3|O14757_O14965|O14757_O43683|O14757_P53350|O14757_Q02156|O14757_Q13535|O14757_Q14680|O14757_Q96GD4|O14757_Q9H1R3|O14965_O43683|O14965_P53350|O14965_Q02156|O14965_Q13535|O14965_Q96GD4|O14965_Q9H1R3|O43683_P53350|O43683_Q02156|O43683_Q13535|O43683_Q8N165|O43683_Q96GD4|O43683_Q96GX5|O43683_Q96RU7|O43683_Q9H1R3|O43683_Q9UM73|O43683_Q9Y6M4|P46013_P51813|P53350_Q02156|P53350_Q13535|P53350_Q96GD4|P53350_Q9H1R3|P53667_Q96GX5|Q02156_Q13535|Q02156_Q96GD4|Q02156_Q9H1R3|Q13535_Q96GD4|Q13535_Q96GX5|Q13535_Q9H1R3|Q8IZL9_Q9HC98|Q8N165_Q96GX5|Q96GD4_Q9H1R3|Q96GX5_Q96RU7|Q96GX5_Q9UM73|Q96GX5_Q9Y6M4|Q96RU7_Q99986|Q96RU7_Q9UM73	no (Q8IZL9,Q96GX5,Q9Y6M4)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part	Q9Y6M4
26313459				O14543_P30530|P30530_P42224|P30530_Q8IZI9	no (Q8IZI9)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	no	part	O14543
19797076				A0A024RAP5_B3KQM6|A0A024RAP5_O75385|A0A024RAP5_O95352|B3KQM6_O75385|B3KQM6_Q9H0R8|O75385_O95352|O75385_Q8IYT8|O75385_Q9H0R8|O95352_Q9H0R8	no (Q8IYT8)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part	O95352
23874953				P05067_Q8IYT2|P05067_Q92993|P51693_Q8IYT2|Q06481_Q8IYT2|Q06481_Q92993|Q8IYT2_Q92993	no (Q8IYT2)	part			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	no	part	Q92993
24086696				O00213_Q8IYT2|O00213_Q92993|P05067_Q8IYT2|P27918_Q8IYT2|Q8IYT2_Q92993	no (Q8IYT2)	part			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	no	part	Q92993
20513767				A0A087WVQ6_B7Z2I3|A0A087WVQ6_E7BSV0|A0A087WVQ6_E9PFD7|A0A087WVQ6_F2YGG7|A0A087WVQ6_P00533|A0A087WVQ6_Q504U8|B0LPE5_Q9Y2Q5|B0LPF3_B7Z6E8|B0LPF3_Q5JPT6|B0LPF3_Q96B97|B3KTV8_P01133|B3KVH4_Q9Y2Q5|B4DG79_P05549|B4DQS5_B7Z2I3|B4DQS5_E7BSV0|B4DQS5_E9PFD7|B4DQS5_F2YGG7|B4DQS5_P00533|B4DQS5_Q504U8|B4DQS5_Q9Y2Q5|B7Z2I3_Q00610|B7Z2I3_Q8IYM9|B7Z6E8_P62993|E7BSV0_Q00610|E7BSV0_Q8IYM9|E9PFD7_Q00610|E9PFD7_Q8IYM9|F2YGG7_Q00610|F2YGG7_Q8IYM9|I6S2Y9_P01133|P00533_P01133|P00533_P05549|P00533_Q00610|P00533_Q8IYM9|P01133_P05549|P01133_Q9UJM3|P05549_P29353|P05549_P31751|P31749_Q9Y2Q5|P62993_Q5JPT6|P62993_Q96B97|Q00610_Q504U8|Q504U8_Q8IYM9|Q8IYM9_Q9Y2Q5	no (Q8IYM9)	part			no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	part	part	P31749
26656089				Q14432_Q8IYM2|Q14432_Q9NRC8	no (Q8IYM2)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	no	Q14432
20419129				A0A024R2Q3_A0A140G945|A0A024R2Q3_A8K249|A0A024R2Q3_A8K257|A0A024R2Q3_A8K3E0|A0A024R2Q3_B4DKT9|A0A024R2Q3_B4DU00|A0A024R2Q3_E9PHE4|A0A024R2Q3_G3XAM7|A0A024R2Q3_O75581|A0A024R2Q3_P02489|A0A024R2Q3_P29466|A0A024R2Q3_P35221|A0A024R2Q3_P49841|A0A024R2Q3_Q16621|A0A024R2Q3_Q6FI27|A0A024R2R6_B7Z2B6|A0A024R2R6_P25054|A0A024R2R6_Q4LE70|A0A024R2S4_B7Z2B6|A0A024R2S4_P25054|A0A024R2S4_Q4LE70|A0A0U2ZQU7_A8K249|A0A0U2ZQU7_A8K257|A0A0U2ZQU7_B4DKT9|A0A0U2ZQU7_B4DU00|A0A0U2ZQU7_G3XAM7|A0A0U2ZQU7_O75581|A0A0U2ZQU7_P04406|A0A0U2ZQU7_P29466|A0A0U2ZQU7_P35221|A0A0U2ZQU7_P49841|A0A0U2ZQU7_Q6FI27|A0A0U2ZQU7_V9HVZ4|A0A140G945_B4DGU4|A0A140G945_P35222|A8K249_B3GN61|A8K249_B4DGU4|A8K249_B4DKT9|A8K249_B4DU00|A8K249_G3XAM7|A8K249_O75581|A8K249_P04406|A8K249_P12830|A8K249_P35221|A8K249_P35222|A8K249_P49841|A8K249_Q6FI27|A8K249_Q9UII7|A8K249_V9HVZ4|A8K257_B3GN61|A8K257_B4DGU4|A8K257_B4DKT9|A8K257_B4DU00|A8K257_G3XAM7|A8K257_O75581|A8K257_P04406|A8K257_P12830|A8K257_P35221|A8K257_P35222|A8K257_P49841|A8K257_Q6FI27|A8K257_Q9UII7|A8K257_V9HVZ4|A8K3E0_B4DGU4|A8K3E0_P35222|B3GN61_B4DKT9|B3GN61_B4DU00|B3GN61_G3XAM7|B3GN61_O75581|B3GN61_P04406|B3GN61_P29466|B3GN61_P35221|B3GN61_P49841|B3GN61_Q6FI27|B3GN61_V9HVZ4|B4DGU4_B4DKT9|B4DGU4_B4DU00|B4DGU4_E9PHE4|B4DGU4_G3XAM7|B4DGU4_O75581|B4DGU4_P02489|B4DGU4_P29466|B4DGU4_P35221|B4DGU4_P49841|B4DGU4_Q16621|B4DGU4_Q6FI27|B4DKT9_O75581|B4DKT9_P04406|B4DKT9_P12830|B4DKT9_P29466|B4DKT9_P35222|B4DKT9_P49841|B4DKT9_Q6FI27|B4DKT9_Q9UII7|B4DKT9_V9HVZ4|B4DU00_O75581|B4DU00_P04406|B4DU00_P12830|B4DU00_P29466|B4DU00_P35222|B4DU00_P49841|B4DU00_Q6FI27|B4DU00_Q9UII7|B4DU00_V9HVZ4|B7Z2B6_D8KXX0|B7Z2B6_K7N7S0|B7Z2B6_P30304|D8KXX0_P25054|D8KXX0_Q4LE70|E9PHE4_P35222|F8VPD4_Q8IXH8|G3XAM7_O75581|G3XAM7_P04406|G3XAM7_P12830|G3XAM7_P29466|G3XAM7_P35222|G3XAM7_P49841|G3XAM7_Q6FI27|G3XAM7_Q9UII7|G3XAM7_V9HVZ4|K7N7S0_P25054|K7N7S0_Q4LE70|O75581_P04406|O75581_P12830|O75581_P29466|O75581_P35221|O75581_P35222|O75581_P49841|O75581_Q6FI27|O75581_Q9UII7|O75581_V9HVZ4|P02489_P35222|P04406_P12830|P04406_P29466|P04406_P35221|P04406_P49841|P04406_Q6FI27|P04406_Q9UII7|P12830_P29466|P12830_P35221|P12830_P49841|P12830_Q6FI27|P12830_V9HVZ4|P25054_P30304|P27708_Q8IXH8|P29466_P35221|P29466_P35222|P29466_P49841|P29466_Q6FI27|P29466_Q9UII7|P29466_V9HVZ4|P30304_Q4LE70|P35221_P35222|P35221_P49841|P35221_Q6FI27|P35221_Q9UII7|P35221_V9HVZ4|P35222_P49841|P35222_Q16621|P35222_Q6FI27|P49841_Q9UII7|P49841_V9HVZ4|Q6FI27_Q9UII7|Q6FI27_V9HVZ4|Q9UII7_V9HVZ4	no (Q8IXH8)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part	P49841
15112230				A0A024R4D7_Q8IXH8|A0A087WXV4_Q8IXH8|B7Z2B6_Q8IXH8|B9VVT8_Q8IXH8|F1D8S2_Q8IXH8|F1D8T0_Q8IXH8|F1D8T1_Q8IXH8|P25054_Q8IXH8|P41235_Q8IXH8|Q4LE70_Q8IXH8|Q8IXH8_Q9NSA3	no (Q8IXH8)	yes			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P41235
18322023				B0LPE5_Q8IXH8|B3KVH4_Q8IXH8|P31749_Q8IXH8	no (Q8IXH8)	yes			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	P31749
21179235				B0LPE5_O75197|B3KVH4_O75197|B4DER4_O75197|B4DG79_P33151|B4DG79_Q59EA3|B4DG79_Q8IXH8|B4DZI3_O75197|O75197_P28482|O75197_P31749|O75197_P42338|O75197_Q1HBJ4|O75197_Q499G7|P31751_P33151|P31751_Q59EA3|P31751_Q8IXH8	no (Q8IXH8)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	no	P31749
20668671				A0A024R9C8_A0A024RD33|A0A024R9C8_A0A024RD37|A0A024R9C8_A0A087WTP4|A0A024R9C8_A0A087WUD8|A0A024R9C8_A0A087X0B2|A0A024R9C8_A0A087X1L1|A0A024R9C8_A0A0Y0IMM4|A0A024R9C8_A0A1W2PPD9|A0A024R9C8_A2A2V4|A0A024R9C8_L7RSL3|A0A024R9C8_P04198|A0A024R9C8_P15692|A0A024R9C8_P17948|A0A024R9C8_Q9H224|A0A024RD33_Q8IXH6|A0A024RD33_Q96A56|A0A024RD37_Q8IXH6|A0A024RD37_Q96A56|A0A087WTP4_Q8IXH6|A0A087WTP4_Q96A56|A0A087WUD8_Q8IXH6|A0A087WUD8_Q96A56|A0A087X0B2_Q8IXH6|A0A087X0B2_Q96A56|A0A087X1L1_Q8IXH6|A0A087X1L1_Q96A56|A0A0Y0IMM4_Q8IXH6|A0A0Y0IMM4_Q96A56|A0A1W2PPD9_Q96A56|A2A2V4_Q8IXH6|A2A2V4_Q96A56|F6KD01_L7RSL3|F6KD01_P17948|L7RSL3_P60484|L7RSL3_Q8IXH6|L7RSL3_Q96A56|P04198_Q96A56|P15692_Q8IXH6|P15692_Q96A56|P17948_P60484|P17948_Q8IXH6|P17948_Q96A56|Q96A56_Q9H224	no (Q8IXH6)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	no	P15692
26708512				P02649_Q8IW75	no (Q8IW75)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	no	P02649
19001122				A0A0S2Z3K9_B0LPE5|A0A0S2Z3K9_B2RBL9|A0A0S2Z3K9_B3KVH4|A0A0S2Z3K9_B3KWE2|A0A0S2Z3K9_P31749|A0A0S2Z3K9_P56945|A0A0S2Z3K9_Q12967|A0A0S2Z3K9_Q8N4Y1|A0A0S2Z3K9_Q9NYB0|A0A0S2Z3Q4_B0LPE5|A0A0S2Z3Q4_B2RBL9|A0A0S2Z3Q4_B3KVH4|A0A0S2Z3Q4_B3KWE2|A0A0S2Z3Q4_P31749|A0A0S2Z3Q4_P56945|A0A0S2Z3Q4_Q12967|A0A0S2Z3Q4_Q8N4Y1|A0A0S2Z3Q4_Q9NYB0|B0LPE5_B2RBL9|B0LPE5_B3KWE2|B0LPE5_L7RT18|B0LPE5_P46108|B0LPE5_P56945|B2RBL9_B3KVH4|B2RBL9_L7RT18|B2RBL9_P31749|B2RBL9_P46108|B2RBL9_Q12967|B2RBL9_Q8N4Y1|B3KVH4_B3KWE2|B3KVH4_L7RT18|B3KVH4_P46108|B3KVH4_P56945|B3KWE2_L7RT18|B3KWE2_P31749|B3KWE2_P46108|B3KWE2_Q12967|B3KWE2_Q8N4Y1|L7RT18_P31749|L7RT18_P56945|L7RT18_Q12967|L7RT18_Q8N4Y1|L7RT18_Q9NYB0|P08519_Q13464|P20827_P78543|P20827_Q13464|P20827_Q9HC52|P31749_P46108|P31749_P56945|P46108_P56945|P46108_Q12967|P46108_Q8N4Y1|P46108_Q9NYB0|P56945_Q12967|P56945_Q8N4Y1|P78543_Q13464|Q13464_Q7Z376|Q13464_Q99962|Q13464_Q9HC52|Q7Z376_Q8IVS2|Q8IVS2_Q99962	no (Q8IVS2)	part			no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	part	part	P31749
19001122				A0A0S2Z3K9_B0LPE5|A0A0S2Z3K9_B2RBL9|A0A0S2Z3K9_B3KVH4|A0A0S2Z3K9_B3KWE2|A0A0S2Z3K9_P31749|A0A0S2Z3K9_P56945|A0A0S2Z3K9_Q12967|A0A0S2Z3K9_Q8N4Y1|A0A0S2Z3K9_Q9NYB0|A0A0S2Z3Q4_B0LPE5|A0A0S2Z3Q4_B2RBL9|A0A0S2Z3Q4_B3KVH4|A0A0S2Z3Q4_B3KWE2|A0A0S2Z3Q4_P31749|A0A0S2Z3Q4_P56945|A0A0S2Z3Q4_Q12967|A0A0S2Z3Q4_Q8N4Y1|A0A0S2Z3Q4_Q9NYB0|B0LPE5_B2RBL9|B0LPE5_B3KWE2|B0LPE5_L7RT18|B0LPE5_P46108|B0LPE5_P56945|B2RBL9_B3KVH4|B2RBL9_L7RT18|B2RBL9_P31749|B2RBL9_P46108|B2RBL9_Q12967|B2RBL9_Q8N4Y1|B3KVH4_B3KWE2|B3KVH4_L7RT18|B3KVH4_P46108|B3KVH4_P56945|B3KWE2_L7RT18|B3KWE2_P31749|B3KWE2_P46108|B3KWE2_Q12967|B3KWE2_Q8N4Y1|L7RT18_P31749|L7RT18_P56945|L7RT18_Q12967|L7RT18_Q8N4Y1|L7RT18_Q9NYB0|P08519_Q13464|P20827_P78543|P20827_Q13464|P20827_Q9HC52|P31749_P46108|P31749_P56945|P46108_P56945|P46108_Q12967|P46108_Q8N4Y1|P46108_Q9NYB0|P56945_Q12967|P56945_Q8N4Y1|P78543_Q13464|Q13464_Q7Z376|Q13464_Q99962|Q13464_Q9HC52|Q7Z376_Q8IVS2|Q8IVS2_Q99962	no (Q8IVS2)	part			no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	part	part	P08519
17320046				A2BDK6_B3KW11|A2BDK6_Q8IVF5|B0LPE5_Q13464|B3KVH4_Q13464|B3KW11_P46821|B3KW11_Q13464|B3KW11_Q6PJD3|B3KW11_Q86X89|P31749_Q13464|P46821_Q8IVF5|Q13464_Q8IVF5|Q6PJD3_Q8IVF5|Q86X89_Q8IVF5	no (Q8IVF5)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	part	part	P31749
26282675				O60381_P14635|O60381_P24385|P14635_Q8IV16|P24385_Q8IV16	no (Q8IV16)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	part	no	Q8IV16
12496272				A0A024R4E5_Q8IV16|B2R5V9_Q8IV16|Q00341_Q8IV16	no (Q8IV16)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	Q8IV16
28137278				O60381_P15884|O60381_Q9BQI9|O60381_Q9NQB0|P15884_Q8IV16|Q8IV16_Q9BQI9|Q8IV16_Q9NQB0	no (Q8IV16)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	part	Q8IV16
27832814				O60313_P25098|O60313_P37231|P01308_P25098|P25098_P37231|P25098_Q86YN6|P25098_Q8IWA4|P25098_Q9UBK2|P37231_Q86YN6|P37231_Q9UBK2	no (Q86YN6)	part			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part	P37231
