pmid	curator	curatable	curator_comment	prot_pairs	relevance	DS.interest	DS.part_interest	ccline_uniprot	noncur_prot	contains_ints_man_check	contains_ints_man_check_comment	imex_publ	imex_pair	GO_IPI_publ	GO_IPI_pair	BioGRID_publ	BioGRID_pair	tm_epmc_publ	tm_epmc_pair	EVEX_publ	EVEX_pair	STRING_textmining_pair	reactome_publ	reactome_pair	OmniPath_interactions_publ	OmniPath_interactions_pair	OmniPath_ptm_publ	OmniPath_ptm_pair	STRING_pi_pair	iid_pred
17261844				Q08379_Q9BQQ3	9.48334728598928	0	0		no			no	no	no	no	no	no	yes	yes	no	no	yes	no	no	no	no	no	no	yes	yes
15450949				P34998_Q96RP3	9.48128754162228	0	0	no (Q96RP3)	yes			no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	yes
15994936				P07814_Q9NX74	9.48128754162228	0	0	no (Q9NX74)	no			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	no	yes
10912521				P01344_P18065|P05019_P18065	9.47555273423276	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	yes	yes
11751371				P01344_P18065|P05019_P18065	9.47555273423276	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	yes	yes
15350139				C9JMY1_P05019|C9JMY1_Q13429|C9JMY1_Q59GC5|C9JMY1_Q5U743|P05019_P18065|P18065_Q13429|P18065_Q59GC5|P18065_Q5U743	9.47555273423276	0	4		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
2479552				P01344_P18065|P05019_P18065	9.47555273423276	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	yes	yes
9278512				O14757_P30307	9.47555273423276	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	yes	yes
15187158				P41217_Q8TD46	9.46950756359651	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	yes	yes
20640864				A0A024R6R4_A0A024R6U8|A0A024R6R4_A0A140VK57|A0A024R6R4_P16035|A0A024R6R4_P51511|A0A024R6R4_Q9NPA2|A0A024R6U8_A0A140VK57|A0A024R6U8_P08253|A0A024R6U8_P16035|A0A0U2ZQU7_K9J972|A0A0U2ZQU7_P01375|A0A0U2ZQU7_P25445|A0A0U2ZQU7_Q59FU8|A0A0U2ZQU7_Q5STB3|A0A140VK57_P08253|A0A140VK57_P51511|B3GN61_K9J972|B3GN61_P01375|B3GN61_P25445|B3GN61_Q59FU8|B3GN61_Q5STB3|B4DN15_B4E0I2|B4DN15_P22894|B4E0I2_P03956|B4E0I2_Q53G95|K9J972_P12830|K9J972_Q9UII7|P01375_P12830|P01375_Q99075|P01375_Q9UII7|P03956_P22894|P08253_P16035|P08253_P51511|P08253_Q9NPA2|P12830_P25445|P12830_Q59FU8|P12830_Q5STB3|P16035_P51511|P22894_Q53G95|P25445_Q9UII7|Q59FU8_Q9UII7|Q5STB3_Q99075|Q5STB3_Q9UII7	9.46538658102537	6	24	no (P03956,P22894,Q99075,Q9NPA2)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
21599982				A0A024R8H5_P12931|A0A0S2Z3Y4_Q6ZNK6|A0A0S2Z3Y8_Q6ZNK6|A8K379_Q9BRX9|O95433_P01584|O95433_P05231|O95433_P10145|O95433_P50391|P01375_P05231|P01375_P10145|P01375_P50391|P01579_P50391|P01584_P29323|P01584_P46108|P01584_P50391|P01584_Q9NV58|P01584_Q9Y2S7|P05231_P29323|P05231_P46108|P05231_P50391|P05231_Q9NV58|P05231_Q9Y2S7|P06239_Q6ZNK6|P07948_Q9BRX9|P10145_P29323|P10145_P46108|P10145_P50391|P10145_Q9NV58|P10145_Q9Y2S7|P12931_Q12933|P29323_P50391|P35610_P50391|P46108_P50391|P50391_Q9NV58|P50391_Q9Y2S7|Q573B4_Q6ZNK6|Q6NUK7_Q9BRX9	9.46133119151853	1	2	no (P01584,P50391,Q6ZNK6,Q9NV58)	part			no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	no	part
10428798				P03372_P12931|P03372_P24941|P03372_P31751|P03372_P49841	9.45809649576785	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	part	yes	part	part	yes
11598268				Q16665_Q96KS0|Q16665_Q9GZT9|Q16665_Q9H6Z9	9.45809649576785	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	yes	yes
12615973				Q16665_Q96KS0|Q16665_Q9GZT9|Q16665_Q9H6Z9|Q96KS0_Q99814|Q96KS0_Q9Y2N7|Q99814_Q9GZT9|Q99814_Q9H6Z9|Q9GZT9_Q9Y2N7|Q9H6Z9_Q9Y2N7	9.45809649576785	0	0	no (Q9Y2N7)	part			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	yes	yes
12788921				Q16665_Q96KS0|Q16665_Q9GZT9|Q16665_Q9H6Z9|Q96KS0_Q99814|Q96KS0_Q9Y2N7|Q99814_Q9GZT9|Q99814_Q9H6Z9|Q9GZT9_Q9Y2N7|Q9H6Z9_Q9Y2N7	9.45809649576785	0	0	no (Q9Y2N7)	part			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	yes	yes
12912907				Q16665_Q96KS0|Q16665_Q9GZT9|Q16665_Q9H6Z9	9.45809649576785	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	yes	yes
1332886				P04792_P17612|P04792_P49137|P04792_Q16644	9.45809649576785	0	0		no			no	no	no	no	no	no	no	no	no	no	part	no	no	yes	part	yes	part	part	part
15247232				Q16665_Q96KS0|Q16665_Q9GZT9|Q16665_Q9H6Z9	9.45809649576785	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	yes	yes
15699036				A0A0A0MR07_B0LPE5|A0A0A0MR07_B3KVH4|A0A0A0MR07_P31749|B0LPE5_B2R8B5|B0LPE5_P15498|B0LPE5_Q96D37|B2R8B5_B3KVH4|B2R8B5_P31749|B3KVH4_P15498|B3KVH4_Q96D37|P07948_P15498|P15498_P31749|P31749_Q96D37	9.45809649576785	1	6		part			no	no	no	no	no	no	no	no	yes	part	part	no	no	no	no	yes	part	part	part
15964826				B0LPE5_P30291|B0LPE5_Q86V29|B3KVH4_P30291|B3KVH4_Q86V29|P06493_P50613|P30291_P31749|P30291_P53355|P31749_Q86V29	9.45809649576785	1	4		part			no	no	no	no	no	no	no	no	yes	part	part	no	no	yes	part	yes	part	part	part
15976317				P04792_P49137	9.45809649576785	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	yes	no	yes
16083285				O60343_P31749|P06493_P06748|P23588_Q15418|P46734_Q16539|P62753_Q15418	9.45809649576785	0	0	no (O60343)	no			no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	yes	part	part
16097034				P04792_P49137	9.45809649576785	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	yes	no	yes
16384562				A0A024R3E3_P04114|A0A024R3E3_Q59HB3|A0A024R3E3_Q7Z7Q0|P02647_P04114|P02647_Q59HB3|P02647_Q7Z7Q0	9.45809649576785	0	3		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
16384922				A8K7J9_Q7RTX0|A8K7J9_Q8TE23|Q7RTX0_Q7RTX1|Q7RTX1_Q8TE23	9.45809649576785	1	3	no (Q7RTX0,Q7RTX1,Q8TE23)	yes			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
16754687				A0A024R2Q3_B0LPE5|A0A024R2Q3_B3KVH4|A0A024R2Q3_P08100|A0A024R2Q3_P31749|A8K6Q8_F5GX30|A8K6Q8_P14672|A8K6Q8_P20645|B0LPE5_B4DGU4|B0LPE5_P35222|B3KVH4_B4DGU4|B3KVH4_P35222|B4DGU4_P08100|B4DGU4_P31749|B7Z2I6_F5GX30|B7Z2I6_P14672|B7Z2I6_P20645|F5GX30_G3V0E5|F5GX30_P02786|F5GX30_Q7Z3E0|G3V0E5_P14672|G3V0E5_P20645|P02786_P14672|P02786_P20645|P08100_P35222|P14672_Q7Z3E0|P20645_Q7Z3E0|P31749_P35222	9.45809649576785	2	16	no (P20645)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
16964243				O00141_Q92597|O43663_P06493|O60343_P31749|O60504_P28482|O95251_P06493|O95453_P49137|P04792_P49137|P04792_Q16644|P06493_P08670|P06493_Q15398|P06493_Q6P1N0|P08670_Q00535|P31749_Q53EL6|P45983_Q96EB6	9.45809649576785	0	0	no (O60343)	no			no	no	no	no	no	no	no	no	no	no	part	no	no	yes	part	yes	yes	part	part
17081991				A0A024QZV1_P53350|A0A087WUH9_P53350|P53350_Q71F23|P53350_Q9H4B4|P53350_Q9NYY3	9.45809649576785	2	4		part			no	no	no	no	no	no	no	no	yes	part	part	no	no	no	no	yes	part	part	part
1730670				P04792_P17612|P04792_P49137|P04792_Q9UBS0	9.45809649576785	0	0	no (Q9UBS0)	no			no	no	no	no	no	no	no	no	no	no	part	no	no	yes	part	yes	part	no	part
17434750				Q16665_Q96KS0|Q16665_Q9GZT9|Q16665_Q9H6Z9	9.45809649576785	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	yes	yes
17924679				O00429_P06493|P04792_P49137|P05783_Q16566|P06493_P06748|P06493_P08670|P06493_P17096|P06493_Q08345|P07814_Q00535|P08670_Q00535|P17096_Q9H2X6|P19105_Q15746|P23588_Q15418|P27361_P33981|P31749_P53396|P45983_Q96EB6|P68431_Q96GD4|P84243_Q96GD4	9.45809649576785	1	1	no (P53396,Q16566)	no			no	no	no	no	no	no	no	no	no	no	part	no	no	yes	part	yes	part	part	part
18187866				O00429_P06493|O60504_P28482|P04792_P49137|P31749_Q53EL6|P45983_Q96EB6|P49841_Q9UKT5|P62753_Q15418	9.45809649576785	0	0		no			no	no	no	no	no	no	no	no	no	no	part	no	no	yes	part	yes	part	no	part
18337469				Q16665_Q9GZT9|Q16665_Q9H6Z9|Q99814_Q9GZT9|Q99814_Q9H6Z9|Q9GZT9_Q9Y2N7|Q9H6Z9_Q9Y2N7	9.45809649576785	0	0	no (Q9Y2N7)	part			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	yes	yes
19007248				O75116_P08670|O95235_P53350|O95251_P53350|P04792_P49137|P04792_Q16644|P05783_Q16566|P06493_P08670|P06493_Q15398|P06748_P24941|P08670_Q00535|P08670_Q96GD4|P27361_P27824|P33981_Q53HL2|P45983_Q96EB6|P52732_Q9HC98|P53350_Q9H0H5|P62805_Q13177|P68431_Q96GD4|P84243_Q96GD4	9.45809649576785	0	0	no (O75116,P52732,Q16566)	no			no	no	no	no	no	no	no	no	no	no	part	no	no	yes	part	yes	yes	part	part
20028534				A0A024R3E3_A0A024R4E5|A0A024R3E3_B2R5V9|A0A024R3E3_P04114|A0A024R3E3_Q00341|A0A024R3E3_Q59HB3|A0A024R3E3_Q7Z7Q0|A0A024R4E5_P02647|A0A024R4E5_P04114|A0A024R4E5_Q59HB3|A0A024R4E5_Q7Z7Q0|B2R5V9_P02647|B2R5V9_P04114|B2R5V9_Q59HB3|B2R5V9_Q7Z7Q0|P02647_P04114|P02647_Q00341|P02647_Q59HB3|P02647_Q7Z7Q0|P04114_Q00341|Q00341_Q59HB3|Q00341_Q7Z7Q0	9.45809649576785	0	9		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
20101225				P00519_P03372|P03372_P12931|P03372_P17252	9.45809649576785	0	0		no			no	no	no	no	no	no	no	no	no	no	part	no	no	yes	part	yes	part	part	part
8308015				P03372_P12931|P03372_P31751|P03372_P49841	9.45809649576785	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	part	yes	part	part	yes
9115214				O15117_Q13094	9.45809649576785	0	0		no			no	no	no	no	no	no	no	no	yes	yes	yes	yes	yes	no	no	no	no	yes	yes
9125522				A0A024QZJ8_A0A0S2Z3F9|A0A024QZJ8_D6R9G1|A0A024QZJ8_D6RFL0|A0A024QZJ8_P50613|A0A0S2Z3F9_B7Z3D6|A0A0S2Z3F9_I6L9I5|A0A0S2Z3F9_P06493|B7Z3D6_D6R9G1|B7Z3D6_D6RFL0|B7Z3D6_P50613|D6R9G1_I6L9I5|D6R9G1_P06493|D6RFL0_I6L9I5|D6RFL0_P06493|I6L9I5_P50613|P06493_P50613	9.45809649576785	0	6		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
9530155				O95665_P30990|P30989_P30990	9.45809649576785	0	0	no (O95665)	part			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	yes	yes
9851594				O95665_P30990|P30989_P30990	9.45809649576785	0	0	no (O95665)	part			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	yes	yes
9891036				P03372_P12931	9.45809649576785	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	yes	yes	yes
20385586				A0A024R3T8_B2RCY5|A0A024R3T8_P18887|A0A024R3T8_Q59HH7|A0A024R3T8_Q96T60|B2RCY5_D9ZGG2|B2RCY5_P04004|B2RCY5_P09874|B2RCY5_P20936|B2RCY5_Q59GK3|B2RCY5_Q96T60|D9ZGG2_P18887|D9ZGG2_Q59HH7|P04004_P18887|P04004_Q59HH7|P09874_P18887|P09874_Q59HH7|P09874_Q96T60|P18887_P20936|P18887_Q59GK3|P18887_Q6UXM1|P18887_Q96T60|P20936_Q59HH7|Q59GK3_Q59HH7|Q59HH7_Q96T60	9.45633880459963	4	15	no (Q6UXM1)	part			no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	no	part
12034449				P01275_P43220|P01275_P63092	9.45604695753591	0	0		no			no	no	no	no	no	no	no	no	no	no	part	yes	yes	no	no	no	no	part	part
12793897				A0A024R2B3_A0A024RAT4|A0A024R2B3_A0A024RD33|A0A024R2B3_A0A024RD37|A0A024R2B3_A0A087WTP4|A0A024R2B3_A0A087WUD8|A0A024R2B3_A0A087X0B2|A0A024R2B3_A0A087X1L1|A0A024R2B3_A0A0Y0IMM4|A0A024R2B3_A2A2V4|A0A024R2B3_B0LPF3|A0A024R2B3_B7Z2I3|A0A024R2B3_E7BSV0|A0A024R2B3_E9PFD7|A0A024R2B3_F2YGG7|A0A024R2B3_P00533|A0A024R2B3_P15692|A0A024R2B3_P46734|A0A024R2B3_P62993|A0A024R2B3_Q504U8|A0A024R2B3_Q6FI23|A0A024R2B3_Q96A58|A0A024R2B3_Q9Y6X8|A0A024R2C4_A0A024RAT4|A0A024R2C4_A0A024RD33|A0A024R2C4_A0A024RD37|A0A024R2C4_A0A087WTP4|A0A024R2C4_A0A087WUD8|A0A024R2C4_A0A087X0B2|A0A024R2C4_A0A087X1L1|A0A024R2C4_A0A0Y0IMM4|A0A024R2C4_A2A2V4|A0A024R2C4_B0LPF3|A0A024R2C4_B7Z2I3|A0A024R2C4_E7BSV0|A0A024R2C4_E9PFD7|A0A024R2C4_F2YGG7|A0A024R2C4_P00533|A0A024R2C4_P15692|A0A024R2C4_P46734|A0A024R2C4_P62993|A0A024R2C4_Q504U8|A0A024R2C4_Q6FI23|A0A024R2C4_Q96A58|A0A024R2C4_Q9Y6X8|A0A024RAT4_A0A024RD33|A0A024RAT4_A0A024RD37|A0A024RAT4_A0A087WTP4|A0A024RAT4_A0A087WUD8|A0A024RAT4_A0A087X0B2|A0A024RAT4_A0A087X1L1|A0A024RAT4_A0A0Y0IMM4|A0A024RAT4_A2A2V4|A0A024RAT4_B0LPE5|A0A024RAT4_B3KVH4|A0A024RAT4_B7Z2I3|A0A024RAT4_E7BSV0|A0A024RAT4_E9PFD7|A0A024RAT4_F2YGG7|A0A024RAT4_P00533|A0A024RAT4_P10415|A0A024RAT4_P15692|A0A024RAT4_P31749|A0A024RAT4_P46734|A0A024RAT4_P50591|A0A024RAT4_Q504U8|A0A024RAT4_Q6FI23|A0A024RAT4_Q6IBA9|A0A024RD33_B0LPE5|A0A024RD33_B3KVH4|A0A024RD33_B7Z2I3|A0A024RD33_E7BSV0|A0A024RD33_E9PFD7|A0A024RD33_F2YGG7|A0A024RD33_P00533|A0A024RD33_P10415|A0A024RD33_P31749|A0A024RD33_P46734|A0A024RD33_P50591|A0A024RD33_Q504U8|A0A024RD33_Q6FI23|A0A024RD33_Q6IBA9|A0A024RD33_Q96A58|A0A024RD33_Q9Y6X8|A0A024RD37_B0LPE5|A0A024RD37_B3KVH4|A0A024RD37_B7Z2I3|A0A024RD37_E7BSV0|A0A024RD37_E9PFD7|A0A024RD37_F2YGG7|A0A024RD37_P00533|A0A024RD37_P10415|A0A024RD37_P31749|A0A024RD37_P46734|A0A024RD37_P50591|A0A024RD37_Q504U8|A0A024RD37_Q6FI23|A0A024RD37_Q6IBA9|A0A024RD37_Q96A58|A0A024RD37_Q9Y6X8|A0A087WTP4_B0LPE5|A0A087WTP4_B3KVH4|A0A087WTP4_B7Z2I3|A0A087WTP4_E7BSV0|A0A087WTP4_E9PFD7|A0A087WTP4_F2YGG7|A0A087WTP4_P00533|A0A087WTP4_P10415|A0A087WTP4_P31749|A0A087WTP4_P46734|A0A087WTP4_P50591|A0A087WTP4_Q504U8|A0A087WTP4_Q6FI23|A0A087WTP4_Q6IBA9|A0A087WTP4_Q96A58|A0A087WTP4_Q9Y6X8|A0A087WUD8_B0LPE5|A0A087WUD8_B3KVH4|A0A087WUD8_B7Z2I3|A0A087WUD8_E7BSV0|A0A087WUD8_E9PFD7|A0A087WUD8_F2YGG7|A0A087WUD8_P00533|A0A087WUD8_P10415|A0A087WUD8_P31749|A0A087WUD8_P46734|A0A087WUD8_P50591|A0A087WUD8_Q504U8|A0A087WUD8_Q6FI23|A0A087WUD8_Q6IBA9|A0A087WUD8_Q96A58|A0A087WUD8_Q9Y6X8|A0A087X0B2_B0LPE5|A0A087X0B2_B3KVH4|A0A087X0B2_B7Z2I3|A0A087X0B2_E7BSV0|A0A087X0B2_E9PFD7|A0A087X0B2_F2YGG7|A0A087X0B2_P00533|A0A087X0B2_P10415|A0A087X0B2_P31749|A0A087X0B2_P46734|A0A087X0B2_P50591|A0A087X0B2_Q504U8|A0A087X0B2_Q6FI23|A0A087X0B2_Q6IBA9|A0A087X0B2_Q96A58|A0A087X0B2_Q9Y6X8|A0A087X1L1_B0LPE5|A0A087X1L1_B3KVH4|A0A087X1L1_B7Z2I3|A0A087X1L1_E7BSV0|A0A087X1L1_E9PFD7|A0A087X1L1_F2YGG7|A0A087X1L1_P00533|A0A087X1L1_P10415|A0A087X1L1_P31749|A0A087X1L1_P46734|A0A087X1L1_P50591|A0A087X1L1_Q504U8|A0A087X1L1_Q6FI23|A0A087X1L1_Q6IBA9|A0A087X1L1_Q96A58|A0A087X1L1_Q9Y6X8|A0A0Y0IMM4_B0LPE5|A0A0Y0IMM4_B3KVH4|A0A0Y0IMM4_B7Z2I3|A0A0Y0IMM4_E7BSV0|A0A0Y0IMM4_E9PFD7|A0A0Y0IMM4_F2YGG7|A0A0Y0IMM4_P00533|A0A0Y0IMM4_P10415|A0A0Y0IMM4_P31749|A0A0Y0IMM4_P46734|A0A0Y0IMM4_P50591|A0A0Y0IMM4_Q504U8|A0A0Y0IMM4_Q6FI23|A0A0Y0IMM4_Q6IBA9|A0A0Y0IMM4_Q96A58|A0A0Y0IMM4_Q9Y6X8|A2A2V4_B0LPE5|A2A2V4_B3KVH4|A2A2V4_B7Z2I3|A2A2V4_E7BSV0|A2A2V4_E9PFD7|A2A2V4_F2YGG7|A2A2V4_P00533|A2A2V4_P10415|A2A2V4_P31749|A2A2V4_P46734|A2A2V4_P50591|A2A2V4_Q504U8|A2A2V4_Q6FI23|A2A2V4_Q6IBA9|A2A2V4_Q96A58|A2A2V4_Q9Y6X8|B0LPE5_B7Z2I3|B0LPE5_E7BSV0|B0LPE5_E9PFD7|B0LPE5_F2YGG7|B0LPE5_P00533|B0LPE5_P15692|B0LPE5_Q504U8|B0LPE5_Q96A58|B0LPF3_P10415|B3KVH4_B7Z2I3|B3KVH4_E7BSV0|B3KVH4_E9PFD7|B3KVH4_F2YGG7|B3KVH4_P00533|B3KVH4_P15692|B3KVH4_Q504U8|B3KVH4_Q96A58|B7Z2I3_P10415|B7Z2I3_P15692|B7Z2I3_P31749|B7Z2I3_P46734|B7Z2I3_P50591|B7Z2I3_Q6FI23|B7Z2I3_Q6IBA9|B7Z2I3_Q96A58|B7Z2I3_Q9Y6X8|E7BSV0_P10415|E7BSV0_P15692|E7BSV0_P31749|E7BSV0_P46734|E7BSV0_P50591|E7BSV0_Q6FI23|E7BSV0_Q6IBA9|E7BSV0_Q96A58|E7BSV0_Q9Y6X8|E9PFD7_P10415|E9PFD7_P15692|E9PFD7_P31749|E9PFD7_P46734|E9PFD7_P50591|E9PFD7_Q6FI23|E9PFD7_Q6IBA9|E9PFD7_Q96A58|E9PFD7_Q9Y6X8|F2YGG7_P10415|F2YGG7_P15692|F2YGG7_P31749|F2YGG7_P46734|F2YGG7_P50591|F2YGG7_Q6FI23|F2YGG7_Q6IBA9|F2YGG7_Q96A58|F2YGG7_Q9Y6X8|P00533_P10415|P00533_P15692|P00533_P31749|P00533_P46734|P00533_P50591|P00533_Q6FI23|P00533_Q6IBA9|P00533_Q96A58|P00533_Q9Y6X8|P10415_P15692|P10415_P46734|P10415_P62993|P10415_Q504U8|P10415_Q6FI23|P10415_Q96A58|P10415_Q9Y6X8|P15692_P31749|P15692_P46734|P15692_P50591|P15692_Q504U8|P15692_Q6FI23|P15692_Q6IBA9|P15692_Q96A58|P15692_Q9Y6X8|P31749_Q504U8|P31749_Q96A58|P46734_P50591|P46734_Q504U8|P46734_Q6IBA9|P46734_Q96A58|P46734_Q9Y6X8|P50591_Q504U8|P50591_Q6FI23|P50591_Q96A58|P50591_Q9Y6X8|Q504U8_Q6FI23|Q504U8_Q6IBA9|Q504U8_Q96A58|Q504U8_Q9Y6X8|Q6FI23_Q6IBA9|Q6FI23_Q96A58|Q6FI23_Q9Y6X8|Q6IBA9_Q96A58|Q6IBA9_Q9Y6X8	9.45604695753591	9	97	no (Q96A58)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part
17306374				O95398_P01275|P01275_P32298|P01275_P43220|P01275_P63092|P01275_Q96LB2|P01275_Q99777|P01275_W8W3P5	9.45604695753591	1	5	no (P32298,Q96LB2)	part			no	no	no	no	no	no	no	no	yes	part	part	yes	part	no	no	no	no	part	part
17444618				P01275_P43220|P01275_P63092|P0C6A0_P17643	9.45604695753591	0	0	no (P0C6A0)	part			no	no	no	no	no	no	no	no	yes	part	part	yes	part	no	no	no	no	part	part
18287102				P01275_P43220|P01275_P63092	9.45604695753591	0	0		no			no	no	no	no	no	no	no	no	no	no	part	yes	yes	no	no	no	no	part	part
21437074				A0A142FHB8_P01275|A0A142FHB8_P27487|P01275_P27487|P01275_P43220|P27487_P43220	9.45604695753591	0	3		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
7589461				P01275_P43220|P01275_P63092	9.45604695753591	1	1		no			no	no	no	no	no	no	no	no	no	no	part	yes	yes	no	no	no	no	part	part
8138058				P01275_P43220|P01275_P63092	9.45604695753591	0	0		no			no	no	no	no	no	no	no	no	no	no	part	yes	yes	no	no	no	no	part	part
8404634				P01275_P43220|P01275_P63092	9.45604695753591	0	0		no			no	no	no	no	no	no	no	no	no	no	part	yes	yes	no	no	no	no	part	part
8405712				P01275_P43220|P01275_P63092	9.45604695753591	0	0		no			no	no	no	no	no	no	no	no	no	no	part	yes	yes	no	no	no	no	part	part
8723643				A0A142FHB8_P01275|P01275_P43220	9.45604695753591	0	1		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
10964922				P00519_Q13315	9.44931885876868	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	yes	yes	yes
11780126				P04637_Q00535|P04637_Q9H2X6	9.44931885876868	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	yes	part	yes
11847100				P00519_Q13315	9.44931885876868	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	yes	yes	yes
11997497				P00519_P22681|P06213_P22681	9.44931885876868	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	yes	yes	yes
15922744				A0A024R8E2_P22681|P00519_P22681|P06213_P22681|P22455_P22681|P22681_P43405|P22681_Q59FK4	9.44931885876868	0	2		part			no	no	no	no	no	no	no	no	yes	part	part	no	no	yes	part	yes	part	part	part
16729035				P04637_Q9H2X6	9.44931885876868	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	yes	yes	yes
17400545				O75473_Q2I0M5|O75473_Q2MKA7|O75473_Q6UXX9|O75473_Q9BXY4|O75581_Q2MKA7|Q2I0M5_Q9BXB1|Q2I0M5_Q9HBX8|Q2MKA7_Q9BXB1|Q2MKA7_Q9HBX8|Q6UXX9_Q9BXB1|Q6UXX9_Q9HBX8|Q9BXB1_Q9BXY4|Q9BXY4_Q9HBX8	9.44931885876868	1	1	no (O75473,Q9BXY4,Q9HBX8)	part			no	no	no	no	no	no	no	no	yes	part	part	yes	part	no	no	no	no	yes	no
18307815				B2RAH5_O75116|B2RAH5_Q14DU5|O14974_O75116|O14974_Q14DU5	9.44931885876868	0	2	no (O75116)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
18925875				O00141_P42345	9.44931885876868	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	yes	yes
20954073				B0LPE5_B4DZF8|B0LPE5_F6WIT2|B0LPE5_Q15257|B3KVH4_B4DZF8|B3KVH4_F6WIT2|B3KVH4_Q15257|B4DZF8_P31749|F6WIT2_P31749|P31749_Q15257	9.44931885876868	0	4		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	no
22394562				Q86WV6_Q9UHD2	9.44931885876868	0	0		no			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	yes	yes
24128008				P08134_Q16512|P08134_Q16513|P61586_Q16512|P61586_Q16513|P62745_Q16512|P62745_Q16513	9.44931885876868	0	0		no			no	no	no	no	no	no	no	no	no	no	part	yes	yes	no	no	no	no	part	part
14744991				O95456_P01308|P01308_P04054|P01308_P29474|P01308_P32856|P01308_P50552|P01308_P54646|P01308_Q15836|P01308_Q9Y478|P29474_P54646|P29474_Q9Y478|P32856_Q15836|P32856_Q6FGG2	9.44025078674081	6	11	no (O95456,P04054)	no			no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	part	part
