pair_id_clean	ida_clean	idb_clean	pubid	taxon	OmniPath_interactions
O95835_Q9H093	Q9H093	O95835	19413330	9606	1
O95835_Q9H093	Q9H093	O95835	18691976	9606	1
O95835_Q9H093	Q9H093	O95835	19369195	9606	1
O94811_P17612	P17612	O94811	17693641	9606	1
P17612_Q15054	P17612	Q15054	22148433	9606	1
P17612_P48050	P17612	P48050	8893032	9606	1
P17612_Q9NYF0	P17612	Q9NYF0	21262972	9606	1
P17612_P55273	P17612	P55273	22558186	9606	1
P17612_Q05086	P17612	Q05086	26255772	9606	1
P04083_P17612	P17612	P04083	2457390	9606	1
P17612_P31749	P31749	P17612	16537363	9606	1
P17612_Q15746	P17612	Q15746	11964068	9606	1
P17612_Q15746	P17612	Q15746	15310280	9606	1
P17612_Q9HBA0	P17612	Q9HBA0	25972993	9606	1
P17612_Q9HBA0	P17612	Q9HBA0	26289129	9606	1
O00221_P17612	P17612	O00221	9660950	9606	1
P17612_P62714	P62714	P17612	8550570	9606	1
P17612_Q99835	Q99835	P17612	14611647	9606	1
P09341_P17612	P09341	P17612	17251915	9606	1
P17612_P23415	P17612	P23415	8294452	9606	1
O00755_P17612	O00755	P17612	21902831	9606	1
O00555_P17612	P17612	O00555	12410316	9606	1
P17612_Q09666	P17612	Q09666	11535620	9606	1
P04628_P17612	P04628	P17612	21902831	9606	1
P17612_Q9NQ66	P17612	Q9NQ66	9660757	9606	1
P17612_Q9NQ66	P17612	Q9NQ66	8657310	9606	1
P17612_Q9UBI6	Q9UBI6	P17612	17251915	9606	1
P17612_Q86UR5	P17612	Q86UR5	14532002	9606	1
P17612_Q14831	P17612	Q14831	12021391	9606	1
P17612_Q9Y2J0	P17612	Q9Y2J0	7891174	9606	1
P17612_Q9Y2J0	P17612	Q9Y2J0	9425005	9606	1
P17612_Q9BZE0	P17612	Q9BZE0	16537363	9606	1
P14867_P17612	P17612	P14867	2176510	9606	1
P14867_P17612	P17612	P14867	1323140	9606	1
P14867_P17612	P17612	P14867	1321150	9606	1
Q08881_Q99661	Q08881	Q99661	17081983	9606	1
P30968_Q13285	Q13285	P30968	15561800	9606	1
P04049_P18031	P18031	P04049	7604263	9606	1
P04049_Q13118	P04049	Q13118	23994618	9606	1
O14744_P04049	O14744	P04049	21917714	9606	1
P04049_P62140	P62140	P04049	7604263	9606	1
P04049_Q8TCT0	Q8TCT0	P04049	7477354	9606	1
P04049_P29376	P29376	P04049	8084603	9606	1
P04049_Q9BRX9	Q9BRX9	P04049	15118098	9606	1
P04049_Q8WXI2	Q8WXI2	P04049	14597674	9606	1
P48200_Q9UNH5	Q9UNH5	P48200	18574241	9606	1
P18031_P54753	P54753	P18031	11579209	9606	1
P52799_P54753	P52799	P54753	9330863	9606	1
P52799_P54753	P52799	P54753	8559144	9606	1
P54753_P98172	P98172	P54753	9330863	9606	1
P31431_Q08881	Q08881	P31431	12377772	9606	1
P62140_Q15054	P62140	Q15054	18826257	9606	1
Q15797_Q9P2J9	Q9P2J9	Q15797	16510868	9606	1
P62714_Q15797	P62714	Q15797	19339557	9606	1
Q15797_Q8N4C8	Q8N4C8	Q15797	21690388	9606	1
P10914_Q9BX63	P10914	Q9BX63	19129219	9606	1
P10914_P50591	P10914	P50591	19129219	9606	1
P10914_P58876	P10914	P58876	19129219	9606	1
P10914_Q02086	Q02086	P10914	19482358	9606	1
P62140_Q13422	P62140	Q13422	21750978	9606	1
P62140_Q13422	P62140	Q13422	19282287	9606	1
P23560_Q15319	Q15319	P23560	15465029	9606	1
P23443_Q13362	Q13362	P23443	20444422	9606	1
Q13362_Q14012	Q13362	Q14012	1320022	9606	1
P12036_Q13362	Q13362	P12036	7760048	9606	1
P04629_Q13332	Q13332	P04629	17967490	9606	1
P04629_P23471	P23471	P04629	18477627	9606	1
P04629_Q13588	P04629	Q13588	11733534	9606	1
P04629_P34130	P34130	P04629	11114882	9606	1
O75531_P33981	P33981	O75531	16371512	9606	1
O75531_P33981	P33981	O75531	16495336	9606	1
P33981_P54132	P33981	P54132	16864798	9606	1
A1L020_P33981	P33981	A1L020	18779327	9606	1
Q13490_Q9NZJ5	Q9NZJ5	Q13490	19029953	9606	1
Q13489_Q9NZJ5	Q9NZJ5	Q13489	19029953	9606	1
P30825_Q9NZJ5	Q9NZJ5	P30825	19029953	9606	1
Q9BY44_Q9NZJ5	Q9NZJ5	Q9BY44	16595687	9606	1
P13639_P62714	P62714	P13639	2555220	9606	1
P13639_P62714	P62714	P13639	8386634	9606	1
P13639_P62714	P62714	P13639	2176079	9606	1
P40933_Q16543	P40933	Q16543	21903422	9606	1
O75531_P60510	P60510	O75531	24265311	9606	1
O75531_P60510	P60510	O75531	16495336	9606	1
P09923_P16671	P09923	P16671	21900644	9606	1
O15355_Q9UHI6	O15355	Q9UHI6	17984321	9606	1
O15355_Q99879	O15355	Q99879	17074886	9606	1
O15355_Q16637	O15355	Q16637	17984321	9606	1
P04083_P25089	P04083	P25089	15187149	9606	1
P04083_P25090	P04083	P25090	12368905	9606	1
O75116_Q07960	Q07960	O75116	8772201	9606	1
O75116_Q9BZL4	O75116	Q9BZL4	11399775	9606	1
O75116_Q9BZL4	O75116	Q9BZL4	17525332	9606	1
O75116_P47756	O75116	P47756	14517206	9606	1
P31749_Q9Y2I7	Q9Y2I7	P31749	15546921	9606	1
P31749_P78371	P31749	P78371	19332537	9606	1
P01375_P31749	P01375	P31749	11287630	9606	1
P10586_P31749	P10586	P31749	15896785	9606	1
P31749_Q53ET0	Q53ET0	P31749	21798082	9606	1
P31749_Q8IV61	Q8IV61	P31749	14707121	9606	1
P19367_P31749	P31749	P19367	16892082	9606	1
P19367_P31749	P31749	P19367	17604717	9606	1
P19367_P31749	P31749	P19367	16027165	9606	1
P31749_Q16082	Q16082	P31749	18266962	9606	1
P31749_P56178	P31749	P56178	21619873	9606	1
P31749_P56178	P31749	P56178	22298955	9606	1
P31749_Q2PPJ7	P31749	Q2PPJ7	16490346	9606	1
P31749_Q15173	Q15173	P31749	16495456	9606	1
P31749_Q6A1A2	Q6A1A2	P31749	15505410	9606	1
P23443_P78371	P23443	P78371	19332537	9606	1
P23443_P78371	P23443	P78371	25342745	9606	1
O94763_P23443	P23443	O94763	17936702	9606	1
O94763_P23443	P23443	O94763	21397856	9606	1
P62993_Q71U36	P62993	Q71U36	8910394	9606	1
P62993_Q71U36	Q71U36	P62993	8910394	9606	1
P62316_P62993	P62993	P62316	12577067	9606	1
P58107_P62993	P62993	P58107	12577067	9606	1
P53680_P62993	P53680	P62993	12577067	9606	1
P08729_P62993	P62993	P08729	12577067	9606	1
P09455_P62993	P09455	P62993	10995764	9606	1
Q8N122_Q8NEB9	Q8NEB9	Q8N122	12150926	9606	1
P35236_P62140	P62140	P35236	14613483	9606	1
Q07912_Q08345	Q07912	Q08345	12023960	9606	1
Q07912_Q08345	Q07912	Q08345	9659899	9606	1
Q07912_Q08379	Q07912	Q08379	10769027	9606	1
P51451_Q01196	Q01196	P51451	10455134	9606	1
P12829_P51451	P51451	P12829	11557734	9606	1
Q8NC51_Q969H0	Q969H0	Q8NC51	18541364	9606	1
P14649_Q15746	Q15746	P14649	10092231	9606	1
Q15746_Q92614	Q15746	Q92614	4522294	9606	1
Q15746_Q92614	Q15746	Q92614	6934518	9606	1
Q15746_Q92614	Q15746	Q92614	6893940	9606	1
P30556_Q9UBI6	P30556	Q9UBI6	21289285	9606	1
P49918_Q99684	Q99684	P49918	18652815	9606	1
P48995_Q9HBA0	P48995	Q9HBA0	20093626	9606	1
P48995_Q9HBA0	P48995	Q9HBA0	20705915	9606	1
P48995_Q9HBA0	P48995	Q9HBA0	21871867	9606	1
P48995_Q9HBA0	P48995	Q9HBA0	25114176	9606	1
P48995_Q9HBA0	Q9HBA0	P48995	20093626	9606	1
P48995_Q9HBA0	Q9HBA0	P48995	20705915	9606	1
P48995_Q9HBA0	Q9HBA0	P48995	21871867	9606	1
P48995_Q9HBA0	Q9HBA0	P48995	25114176	9606	1
P24588_Q9HBA0	P24588	Q9HBA0	24778429	9606	1
P24588_Q9HBA0	P24588	Q9HBA0	25005230	9606	1
O95786_Q9NX47	Q9NX47	O95786	19484123	9606	1
P47736_Q9Y297	Q9Y297	P47736	25329897	9606	1
P15509_Q01196	Q01196	P15509	15676205	9606	1
P08700_Q01196	Q01196	P08700	9036972	9606	1
P08246_Q01196	Q01196	P08246	15676205	9606	1
P46695_Q01196	Q01196	P46695	16368886	9606	1
P05164_Q01196	Q01196	P05164	15676205	9606	1
Q01196_Q75NE6	Q01196	Q75NE6	17589498	9606	1
Q01196_Q75NE6	Q75NE6	Q01196	17589498	9606	1
P42226_Q9BXN2	P42226	Q9BXN2	17312100	9606	1
P42226_Q16649	P42226	Q16649	17312100	9606	1
P42226_Q9BZP6	P42226	Q9BZP6	17312100	9606	1
P18031_P29320	P18031	P29320	21135139	9606	1
P18031_Q13588	Q13588	P18031	10660596	9606	1
P53041_Q9UPZ9	P53041	Q9UPZ9	16954377	9606	1
P11021_Q9UGP8	Q9UGP8	P11021	10400622	9606	1
P11021_Q76MJ5	P11021	Q76MJ5	18624755	9606	1
P17535_Q16656	P17535	Q16656	9872330	9606	1
Q14145_Q86VP6	Q86VP6	Q14145	16449638	9606	1
P08263_Q14145	Q14145	P08263	18476723	9606	1
O14744_P0C0S5	O14744	P0C0S5	18992153	9606	1
P01375_Q8N6T7	Q8N6T7	P01375	23552949	9606	1
P62714_Q14012	P62714	Q14012	1320022	9606	1
P49593_Q14012	P49593	Q14012	10814834	9606	1
P49593_Q14012	P49593	Q14012	9442023	9606	1
P49593_Q14012	P49593	Q14012	15680915	9606	1
Q01362_Q14012	Q14012	Q01362	15339926	9606	1
P15502_Q15125	P15502	Q15125	19241470	9606	1
P15502_Q15125	P15502	Q15125	15148686	9606	1
P15502_Q15125	P15502	Q15125	11723829	9606	1
P15502_Q15125	P15502	Q15125	2550450	9606	1
P15502_Q15125	P15502	Q15125	8034752	9606	1
P15502_Q15125	P15502	Q15125	11084020	9606	1
P15502_Q15125	P15502	Q15125	1848864	9606	1
P15502_Q15125	P15502	Q15125	8396888	9606	1
P15502_Q15125	P15502	Q15125	8388074	9606	1
P15502_Q15125	P15502	Q15125	23166321	9606	1
P01138_P07996	P07996	P01138	10708953	9606	1
P07996_Q96LA8	Q96LA8	P07996	19509293	9606	1
P01033_P30968	P30968	P01033	17201186	9606	1
P14780_P30968	P30968	P14780	17201186	9606	1
P16109_Q12851	Q12851	P16109	7691235	9606	1
P30968_P35625	P30968	P35625	17201186	9606	1
P12644_Q15475	Q15475	P12644	12874121	9606	1
P61769_Q03519	P61769	Q03519	10618487	9606	1
O15533_P61769	P61769	O15533	10618487	9606	1
P10144_Q9H853	P10144	Q9H853	16495481	9606	1
P10144_P20336	P10144	P20336	11516400	9606	1
P30968_P51511	P30968	P51511	17201186	9606	1
P02751_P06756	P02751	P06756	1694173	9606	1
P02751_P06756	P02751	P06756	18480047	9606	1
P02751_P06756	P02751	P06756	17015452	9606	1
P02751_P06756	P02751	P06756	1532572	9606	1
P02751_P06756	P06756	P02751	1694173	9606	1
P02751_P06756	P06756	P02751	18480047	9606	1
P02751_P06756	P06756	P02751	17015452	9606	1
P02751_P06756	P06756	P02751	1532572	9606	1
P02751_P26367	P26367	P02751	21540023	9606	1
P02751_P80370	P80370	P02751	20457810	9606	1
P55036_Q16401	P55036	Q16401	9476896	9606	1
P40306_P55036	P40306	P55036	15653075	9606	1
P40306_P55036	P55036	P40306	15653075	9606	1
P28062_P55036	P28062	P55036	9620878	9606	1
P28062_P55036	P28062	P55036	15653075	9606	1
P28062_P55036	P28062	P55036	9741626	9606	1
P28062_P55036	P55036	P28062	9620878	9606	1
P28062_P55036	P55036	P28062	15653075	9606	1
P28062_P55036	P55036	P28062	9741626	9606	1
P28065_P55036	P28065	P55036	15653075	9606	1
P28065_P55036	P55036	P28065	15653075	9606	1
P08254_Q99075	P08254	Q99075	11043579	9606	1
P05186_P12643	P12643	P05186	11811553	9606	1
P13500_P51679	P13500	P51679	17160712	9606	1
P43235_P55957	P43235	P55957	14581476	9606	1
P16035_P30968	P30968	P16035	17201186	9606	1
P31431_Q6UXX9	Q6UXX9	P31431	21397842	9606	1
P31431_Q9BXY4	P31431	Q9BXY4		9606	1
P31431_Q9BXY4	Q9BXY4	P31431	21397842	9606	1
O43184_P31431	O43184	P31431	12509413	9606	1
O43184_P31431	P31431	O43184		9606	1
Q5XLA6_Q9C000	Q5XLA6	Q9C000	11432859	9606	1
Q5XLA6_Q9C000	Q5XLA6	Q9C000	11536016	9606	1
Q5XLA6_Q9C000	Q5XLA6	Q9C000	15383541	9606	1
Q5XLA6_Q9C000	Q5XLA6	Q9C000	11051551	9606	1
Q5XLA6_Q9NX02	Q5XLA6	Q9NX02	11432859	9606	1
Q5XLA6_Q9NX02	Q5XLA6	Q9NX02	11536016	9606	1
Q5XLA6_Q9NX02	Q5XLA6	Q9NX02	15383541	9606	1
Q5XLA6_Q9NX02	Q5XLA6	Q9NX02	11051551	9606	1
Q5XLA6_Q9ULZ3	Q5XLA6	Q9ULZ3	11432859	9606	1
Q5XLA6_Q9ULZ3	Q5XLA6	Q9ULZ3	11536016	9606	1
Q5XLA6_Q9ULZ3	Q5XLA6	Q9ULZ3	15383541	9606	1
Q5XLA6_Q9ULZ3	Q5XLA6	Q9ULZ3	11051551	9606	1
Q5XLA6_Q9NPP4	Q5XLA6	Q9NPP4	11432859	9606	1
Q5XLA6_Q9NPP4	Q5XLA6	Q9NPP4	11536016	9606	1
Q5XLA6_Q9NPP4	Q5XLA6	Q9NPP4	15383541	9606	1
Q5XLA6_Q9NPP4	Q5XLA6	Q9NPP4	11051551	9606	1
Q5XLA6_Q9Y2G2	Q5XLA6	Q9Y2G2	11432859	9606	1
Q5XLA6_Q9Y2G2	Q5XLA6	Q9Y2G2	11536016	9606	1
Q5XLA6_Q9Y2G2	Q5XLA6	Q9Y2G2	15383541	9606	1
Q5XLA6_Q9Y2G2	Q5XLA6	Q9Y2G2	11051551	9606	1
P51878_Q5XLA6	Q5XLA6	P51878	11432859	9606	1
P51878_Q5XLA6	Q5XLA6	P51878	11536016	9606	1
P51878_Q5XLA6	Q5XLA6	P51878	15383541	9606	1
P51878_Q5XLA6	Q5XLA6	P51878	11051551	9606	1
Q9HC29_Q9Y239	Q9HC29	Q9Y239	15107016	9606	1
Q01523_Q9HC29	Q9HC29	Q01523	15479689	9606	1
Q8WTQ1_Q9HC29	Q9HC29	Q8WTQ1	16319062	9606	1
P57730_Q9C000	P57730	Q9C000	11432859	9606	1
P57730_Q9C000	P57730	Q9C000	11536016	9606	1
P57730_Q9C000	P57730	Q9C000	15383541	9606	1
P57730_Q9C000	P57730	Q9C000	11051551	9606	1
O00220_P52594	O00220	P52594	9430227	9606	1
O00220_P52594	O00220	P52594	10958661	9606	1
P57730_Q9NX02	P57730	Q9NX02	11432859	9606	1
P57730_Q9NX02	P57730	Q9NX02	11536016	9606	1
P57730_Q9NX02	P57730	Q9NX02	15383541	9606	1
P57730_Q9NX02	P57730	Q9NX02	11051551	9606	1
P57730_Q9ULZ3	P57730	Q9ULZ3	11432859	9606	1
P57730_Q9ULZ3	P57730	Q9ULZ3	11536016	9606	1
P57730_Q9ULZ3	P57730	Q9ULZ3	15383541	9606	1
P57730_Q9ULZ3	P57730	Q9ULZ3	11051551	9606	1
Q8WTQ1_Q9Y239	Q9Y239	Q8WTQ1	11207625	9606	1
Q8WTQ1_Q9Y239	Q9Y239	Q8WTQ1	16513653	9606	1
Q8WTQ1_Q9Y239	Q9Y239	Q8WTQ1	10512755	9606	1
Q8WTQ1_Q9Y239	Q9Y239	Q8WTQ1	15489856	9606	1
P57730_Q9NPP4	P57730	Q9NPP4	11432859	9606	1
P57730_Q9NPP4	P57730	Q9NPP4	11536016	9606	1
P57730_Q9NPP4	P57730	Q9NPP4	15383541	9606	1
P57730_Q9NPP4	P57730	Q9NPP4	11051551	9606	1
O75509_P01375	P01375	O75509	9714541	9606	1
P29466_P57730	P57730	P29466	11432859	9606	1
P29466_P57730	P57730	P29466	11536016	9606	1
P29466_P57730	P57730	P29466	15383541	9606	1
P29466_P57730	P57730	P29466	11051551	9606	1
P51878_P57730	P57730	P51878	11432859	9606	1
P51878_P57730	P57730	P51878	11536016	9606	1
P51878_P57730	P57730	P51878	15383541	9606	1
P51878_P57730	P57730	P51878	11051551	9606	1
O00221_Q9Y297	O00221	Q9Y297	10497169	9606	1
Q9NZI8_Q9Y297	Q9NZI8	Q9Y297	19106159	9606	1
Q8N145_Q9Y297	Q9Y297	Q8N145	20083481	9606	1
Q8N145_Q9Y297	Q9Y297	Q8N145	10693759	9606	1
O15525_Q9BX63	O15525	Q9BX63	21812759	9606	1
Q13724_Q9ULX9	Q9ULX9	Q13724	12490281	9606	1
O14867_P15559	O14867	P15559	15734732	9606	1
P10145_Q01085	Q01085	P10145	15514971	9606	1
P68032_Q9Y281	Q9Y281	P68032	18957424	9606	1
P68032_Q9Y281	Q9Y281	P68032	16530787	9606	1
P08247_P23763	P08247	P23763	12485399	9606	1
P08247_P23763	P23763	P08247	12485399	9606	1
O60238_Q9H0R8	O60238	Q9H0R8	20010802	9606	1
O60238_Q9H0R8	O60238	Q9H0R8	19363302	9606	1
Q86TL0_Q9H0R8	Q86TL0	Q9H0R8	19549685	9606	1
O75475_P01375	P01375	O75475	16403949	9606	1
P55060_Q9ULR3	Q9ULR3	P55060	18059182	9606	1
Q13332_Q16288	Q13332	Q16288	17967490	9606	1
P62140_Q05329	P62140	Q05329	15147202	9606	1
P48454_Q05329	P48454	Q05329	15147202	9606	1
P62714_Q05329	P62714	Q05329	15147202	9606	1
P16298_Q05329	P16298	Q05329	15147202	9606	1
Q05329_Q08209	Q08209	Q05329	15147202	9606	1
Q12798_Q15154	Q15154	Q12798	12403812	9606	1
P29803_Q9P2J9	Q9P2J9	P29803	16436377	9606	1
O43865_P62140	P62140	O43865	17635105	9606	1
O43609_Q96B97	Q96B97	O43609	15031289	9606	1
P29323_Q16827	Q16827	P29323	16680165	9606	1
P20290_P29323	P20290	P29323	17312387	9606	1
O15169_P62140	O15169	P62140		9606	1
O15169_P62140	P62140	O15169	17318175	9606	1
P62140_Q99835	P62140	Q99835	21730325	9606	1
P45379_P62140	P62140	P45379	16585947	9606	1
P21817_P62140	P62140	P21817	9922179	9606	1
P62140_Q96KQ4	Q96KQ4	P62140	23088536	9606	1
P29320_P52797	P52797	P29320	9330863	9606	1
P32519_P62714	P62714	P32519	18714041	9606	1
P48454_Q14973	P48454	Q14973	12065290	9606	1
P02489_P48454	P48454	P02489	2548498	9606	1
P48454_Q13469	P48454	Q13469	11062529	9606	1
P48454_Q13469	P48454	Q13469	18676376	9606	1
P48454_Q13469	P48454	Q13469	11030334	9606	1
P48454_Q13469	P48454	Q13469	9660947	9606	1
P48454_Q13469	Q13469	P48454		9606	1
P13861_P48454	P48454	P13861	9660947	9606	1
P12036_P48454	P48454	P12036	20031277	9606	1
P13686_P15289	P13686	P15289	8706666	9606	1
P16298_Q14973	P16298	Q14973	12065290	9606	1
Q08209_Q14973	Q08209	Q14973	12065290	9606	1
P62873_Q9NRX4	Q9NRX4	P62873	16039992	9606	1
P62873_Q99835	P62873	Q99835		9606	1
P62873_Q99835	Q99835	P62873	16885213	9606	1
P62873_Q99835	Q99835	P62873	23074268	9606	1
P62873_Q00722	P62873	Q00722	1465133	9606	1
P62873_Q9NPG1	P62873	Q9NPG1		9606	1
P62873_Q9NPG1	Q9NPG1	P62873	17251915	9606	1
P62873_Q9NQ66	P62873	Q9NQ66	8870665	9606	1
O14654_P60510	P60510	O14654	15331607	9606	1
P62714_Q08379	P62714	Q08379	10769027	9606	1
P02489_P62714	P62714	P02489	11295434	9606	1
P02489_P16298	P16298	P02489	2548498	9606	1
P02489_Q08209	Q08209	P02489	2548498	9606	1
O75444_P02489	O75444	P02489	10603348	9606	1
Q16288_Q16827	Q16827	Q16288	19573017	9606	1
P35557_Q9UNI6	Q9UNI6	P35557	10913113	9606	1
P60709_Q07157	P60709	Q07157	16944923	9606	1
P53396_Q9NRX4	Q9NRX4	P53396	12788074	9606	1
P62714_Q99835	P62714	Q99835	21730325	9606	1
P08100_P62714	P62714	P08100	8617805	9606	1
P12036_P62714	P62714	P12036	20031277	9606	1
P13861_P16298	P16298	P13861	9660947	9606	1
P12036_P16298	P16298	P12036	20031277	9606	1
P09341_Q99835	Q99835	P09341	16885213	9606	1
P63211_Q99835	P63211	Q99835		9606	1
P63211_Q99835	Q99835	P63211	16885213	9606	1
P63211_Q99835	Q99835	P63211	23074268	9606	1
P62879_Q99835	P62879	Q99835		9606	1
P62879_Q99835	Q99835	P62879	16885213	9606	1
P62879_Q99835	Q99835	P62879	23074268	9606	1
P16520_Q99835	P16520	Q99835		9606	1
P16520_Q99835	Q99835	P16520	16885213	9606	1
P16520_Q99835	Q99835	P16520	23074268	9606	1
P16520_Q99835	Q99835	P16520	17251915	9606	1
P59768_Q99835	P59768	Q99835		9606	1
P00450_Q99835	P00450	Q99835	16885213	9606	1
Q2M1P5_Q99835	Q99835	Q2M1P5	19666503	9606	1
Q99835_Q9UBI6	Q99835	Q9UBI6	17251915	9606	1
Q99835_Q9UBI6	Q9UBI6	Q99835		9606	1
P11488_Q99835	Q99835	P11488	16885213	9606	1
P11488_Q99835	Q99835	P11488	23074268	9606	1
Q99835_Q9NRP7	Q99835	Q9NRP7	19305393	9606	1
Q99835_Q9NRP7	Q99835	Q9NRP7	17089004	9606	1
P63215_Q99835	P63215	Q99835		9606	1
P63215_Q99835	Q99835	P63215	16885213	9606	1
P63215_Q99835	Q99835	P63215	23074268	9606	1
P19087_Q99835	Q99835	P19087	16885213	9606	1
P19087_Q99835	Q99835	P19087	23074268	9606	1
O60729_Q99618	O60729	Q99618	18662541	9606	1
P21817_P48995	P21817	P48995	18215135	9606	1
P13861_Q08209	Q08209	P13861	9660947	9606	1
P12036_Q08209	Q08209	P12036	20031277	9606	1
P31152_P31260	P31152	P31260	12145285	9606	1
P19235_P29322	P29322	P19235	12441334	9606	1
P19235_P29322	P29322	P19235	10660611	9606	1
P19235_P29322	P29322	P19235	9573010	9606	1
P19235_P29322	P29322	P19235	12027890	9606	1
P19235_P29322	P29322	P19235	10579919	9606	1
P19235_P29322	P29322	P19235	11443118	9606	1
P13861_Q5VU43	Q5VU43	P13861	21569246	9606	1
P48995_Q02790	Q02790	P48995	15199065	9606	1
P48995_Q02790	Q02790	P48995	23228564	9606	1
P48995_Q02790	Q02790	P48995	19945390	9606	1
P40933_Q02790	P40933	Q02790	21903422	9606	1
Q99788_Q99969	Q99969	Q99788	14701797	9606	1
Q99788_Q99969	Q99969	Q99788	18165312	9606	1
Q99788_Q99969	Q99969	Q99788	23396314	9606	1
Q99788_Q99969	Q99969	Q99788	14530373	9606	1
P20800_P25101	P20800	P25101	7647976	9606	1
P01031_Q9P296	P01031	Q9P296	11773063	9606	1
P01031_Q9P296	P01031	Q9P296	12899627	9606	1
P04808_Q8WXD0	P04808	Q8WXD0	16411781	9606	1
Q8WXD0_Q8WXF3	Q8WXF3	Q8WXD0	16411781	9606	1
Q5H8A3_Q9GZQ4	Q5H8A3	Q9GZQ4	15635449	9606	1
P35318_Q96LB1	P35318	Q96LB1	15823563	9606	1
P30988_P35318	P35318	P30988	15692146	9606	1
P30988_P35318	P35318	P30988	12565884	9606	1
P01042_P46663	P01042	P46663	9111052	9606	1
P01042_P46663	P01042	P46663	10422787	9606	1
P01042_P46663	P01042	P46663	9313952	9606	1
O15354_P07602	P07602	O15354	23690594	9606	1
O60755_P22466	P22466	O60755	9880084	9606	1
O60755_P22466	P22466	O60755	9722565	9606	1
O60755_P22466	P22466	O60755	9832121	9606	1
O60883_P07602	P07602	O60883	23690594	9606	1
P01298_Q15761	P01298	Q15761	8824284	9606	1
P20290_P22466	P20290	P22466	9770544	9606	1
P10997_P30988	P10997	P30988	9487987	9606	1
P10997_P30988	P10997	P30988	10342886	9606	1
P10997_P30988	P10997	P30988	24169554	9606	1
P0DJI8_P25090	P0DJI8	P25090	9892621	9606	1
P0DJI8_P25090	P25090	P0DJI8		9606	1
Q9NSD7_Q9Y5Q6	Q9Y5Q6	Q9NSD7	15525639	9606	1
Q8TDU9_Q9Y5Q6	Q9Y5Q6	Q8TDU9	15525639	9606	1
P10092_P30988	P10092	P30988	15692146	9606	1
P25025_Q8WXX5	Q8WXX5	P25025	8702798	9606	1
P25089_Q9NRV9	Q9NRV9	P25089	15623572	9606	1
P25089_Q8IVG9	Q8IVG9	P25089	15465011	9606	1
Q9GZQ6_Q9HCQ7	Q9HCQ7	Q9GZQ6	12421602	9606	1
Q9GZQ6_Q9HCQ7	Q9HCQ7	Q9GZQ6	12242085	9606	1
Q9GZQ6_Q9HCQ7	Q9HCQ7	Q9GZQ6	17337079	9606	1
P01258_P30988	P01258	P30988	9487987	9606	1
P01258_P30988	P01258	P30988	10342886	9606	1
P01258_P30988	P01258	P30988	7588285	9606	1
P01258_P30988	P01258	P30988	11023820	9606	1
P01258_P30988	P01258	P30988	11033437	9606	1
P01258_P30988	P01258	P30988	12565884	9606	1
P01258_P30988	P01258	P30988	14722252	9606	1
P01258_P30988	P01258	P30988	15692146	9606	1
P30988_Q7Z4H4	Q7Z4H4	P30988	15692146	9606	1
P06881_P30988	P06881	P30988	9487987	9606	1
P06881_P30988	P06881	P30988	10342886	9606	1
P06881_P30988	P06881	P30988	7588285	9606	1
P06881_P30988	P06881	P30988	11023820	9606	1
P06881_P30988	P06881	P30988	11033437	9606	1
P06881_P30988	P06881	P30988	12565884	9606	1
P06881_P30988	P06881	P30988	14722252	9606	1
P06881_P30988	P06881	P30988	15692146	9606	1
Q8NFJ6_Q9HC23	Q9HC23	Q8NFJ6	12024206	9606	1
Q8NFJ6_Q9HC23	Q9HC23	Q8NFJ6	12054613	9606	1
Q8NFJ6_Q9HC23	Q9HC23	Q8NFJ6	15772293	9606	1
P58294_Q8NFJ6	P58294	Q8NFJ6	12054613	9606	1
P58294_Q8NFJ6	P58294	Q8NFJ6	15772293	9606	1
P49682_Q99731	Q99731	P49682	9660793	9606	1
P49682_P78556	P78556	P49682	9660793	9606	1
P48061_P49682	P48061	P49682	9660793	9606	1
Q8WXF3_Q9NSD7	Q8WXF3	Q9NSD7	15367576	9606	1
Q8WXF3_Q9NSD7	Q8WXF3	Q9NSD7	14522968	9606	1
Q8WXF3_Q9NSD7	Q8WXF3	Q9NSD7	24615237	9606	1
P46091_Q99969	Q99969	P46091	18165312	9606	1
P46091_Q99969	Q99969	P46091	23396314	9606	1
Q8TCW9_Q9HC23	Q9HC23	Q8TCW9	12054613	9606	1
Q8TCW9_Q9HC23	Q9HC23	Q8TCW9	15772293	9606	1
P09341_Q9P212	P09341	Q9P212	17251915	9606	1
P09341_Q9NPG1	Q9NPG1	P09341	14977528	9606	1
P09341_Q9NPG1	Q9NPG1	P09341	17251915	9606	1
P01286_P32241	P01286	P32241	8791009	9606	1
O43555_P30968	O43555	P30968	17942747	9606	1
O43555_P30968	O43555	P30968	17452338	9606	1
O43555_P30968	O43555	P30968	19638591	9606	1
P83859_Q96P65	P83859	Q96P65	12714592	9606	1
P83859_Q96P65	P83859	Q96P65	23396314	9606	1
P83859_Q96P65	P83859	Q96P65	16500002	9606	1
P25106_P48061	P48061	P25106	16107333	9606	1
P25106_P48061	P48061	P25106	20956518	9606	1
P25106_P48061	P48061	P25106	23396314	9606	1
P04054_P30550	P30550	P04054	17251915	9606	1
O43603_Q9UBC7	Q9UBC7	O43603	10601261	9606	1
P17342_P61366	P61366	P17342	17951249	9606	1
P58294_Q8TCW9	P58294	Q8TCW9	12054613	9606	1
