pair_id_clean	ida_clean	idb_clean	pubid	taxon	OmniPath_ptm
P24941_P62136	P24941	P62136		9606	1
O14757_P24941	P24941	O14757		9606	1
P24941_Q9H3D4	P24941	Q9H3D4		9606	1
P06401_P24941	P24941	P06401	11110801	9606	1
P06401_P24941	P24941	P06401		9606	1
P06401_P24941	P24941	P06401	10628747	9606	1
P06401_P24941	P24941	P06401	9171245	9606	1
P06401_P24941	P24941	P06401	18202149	9606	1
P06401_P24941	P24941	P06401	15572662	9606	1
P24941_Q0VD86	P24941	Q0VD86		9606	1
P24941_P30304	P30304	P24941		9606	1
P24941_P30304	P24941	P30304		9606	1
P10412_P24941	P24941	P10412		9606	1
P24941_Q04323	P24941	Q04323		9606	1
P24941_P25205	P24941	P25205		9606	1
P24941_P62324	P24941	P62324		9606	1
P24941_P39748	P24941	P39748	20729856	9606	1
P24941_P28324	P24941	P28324		9606	1
P24941_Q7Z2Z1	P24941	Q7Z2Z1		9606	1
P24941_P46060	P24941	P46060	15037602	9606	1
O75469_P24941	P24941	O75469		9606	1
P24941_Q96T88	P24941	Q96T88		9606	1
P24941_Q12800	P24941	Q12800		9606	1
P24941_P49916	P24941	P49916		9606	1
P04183_P24941	P24941	P04183	9575153	9606	1
P24941_Q86T82	P24941	Q86T82	21596315	9606	1
P24941_Q8WYH8	P24941	Q8WYH8		9606	1
P24941_Q9H211	P24941	Q9H211		9606	1
P24941_Q07820	P24941	Q07820		9606	1
P24941_Q53GL7	P24941	Q53GL7		9606	1
P24941_Q13153	P24941	Q13153		9606	1
P08670_P24941	P24941	P08670		9606	1
P24941_P26358	P24941	P26358		9606	1
P24941_Q8IXJ6	P24941	Q8IXJ6		9606	1
P24941_Q99607	P24941	Q99607		9606	1
P24941_P29374	P24941	P29374		9606	1
P24941_P49736	P24941	P49736		9606	1
P24941_Q9BXR0	P24941	Q9BXR0		9606	1
P24941_Q14207	P24941	Q14207	10995387	9606	1
P24941_Q9NYV6	P24941	Q9NYV6		9606	1
P24941_Q13573	P24941	Q13573		9606	1
P22674_P24941	P24941	P22674		9606	1
O60934_P24941	P24941	O60934		9606	1
P24941_Q9H1E3	P24941	Q9H1E3		9606	1
P06493_P24941	P24941	P06493	1400350	9606	1
P24941_P46527	P24941	P46527	12700233	9606	1
P24941_P46527	P24941	P46527	12042314	9606	1
P24941_P46527	P24941	P46527	16780593	9606	1
P24941_P46527	P24941	P46527	15735731	9606	1
P24941_P46527	P24941	P46527	14504289	9606	1
P24941_P46527	P24941	P46527	12482975	9606	1
P24941_Q86WB0	P24941	Q86WB0		9606	1
P24941_Q15047	P24941	Q15047		9606	1
O75533_P24941	P24941	O75533	12105215	9606	1
O75533_P24941	P24941	O75533		9606	1
P24941_Q8WXE1	P24941	Q8WXE1	17638878	9606	1
P24941_Q9Y3Z3	P24941	Q9Y3Z3		9606	1
P24941_Q8IZL8	P24941	Q8IZL8		9606	1
P24941_Q5JTV8	P24941	Q5JTV8		9606	1
P24941_Q15910	P24941	Q15910		9606	1
P24941_Q15910	P24941	Q15910	20935635	9606	1
P24941_Q13416	P24941	Q13416		9606	1
P18858_P24941	P24941	P18858		9606	1
P24941_P33981	P24941	P33981	17804818	9606	1
P24941_P33981	P24941	P33981	18680479	9606	1
P24941_P55273	P24941	P55273		9606	1
P13639_P24941	P24941	P13639		9606	1
P24941_Q5TZA2	P24941	Q5TZA2		9606	1
P24941_P31749	P31749	P24941		9606	1
P24941_P54132	P24941	P54132		9606	1
P24941_Q01196	P24941	Q01196		9606	1
P24941_Q99459	P24941	Q99459		9606	1
P24941_Q08345	Q08345	P24941	17192257	9606	1
P24941_Q08345	Q08345	P24941	16325401	9606	1
P24941_Q08345	Q08345	P24941	1396589	9606	1
P24941_Q08345	Q08345	P24941	20147522	9606	1
P24941_Q08345	Q08345	P24941	21565702	9606	1
P24941_Q08345	Q08345	P24941	19690332	9606	1
P24941_Q08345	Q08345	P24941	20360007	9606	1
P24941_Q08345	Q08345	P24941	14597612	9606	1
P24941_Q08345	Q08345	P24941	17095507	9606	1
P24941_Q08345	Q08345	P24941	17570665	9606	1
P24941_P25025	P24941	P25025	9079638	9606	1
P24941_P25090	P24941	P25090	11063592	9606	1
P24941_Q13415	P24941	Q13415		9606	1
P24941_Q15561	P24941	Q15561	10764782	9606	1
P24941_P25116	P24941	P25116	8955127	9606	1
P24941_P25116	P24941	P25116	15023990	9606	1
P15172_P24941	P24941	P15172		9606	1
P12268_P24941	P24941	P12268		9606	1
P24941_P30050	P24941	P30050		9606	1
P49840_Q13563	P49840	Q13563		9606	1
P68400_Q13563	P68400	Q13563	14742446	9606	1
P17612_Q13563	P17612	Q13563		9606	1
P23458_Q99683	P23458	Q99683		9606	1
P15260_P23458	P23458	P15260	8156998	9606	1
P19438_P28482	P28482	P19438		9606	1
O14920_P19438	O14920	P19438		9606	1
Q9UQM7_Q9Y618	Q9UQM7	Q9Y618		9606	1
P68400_Q9Y618	P68400	Q9Y618		9606	1
Q13555_Q9Y618	Q13555	Q9Y618		9606	1
P04637_P19525	P19525	P04637		9606	1
P04637_P27361	P27361	P04637		9606	1
P04637_P45983	P45983	P04637		9606	1
P04637_Q9H4B4	Q9H4B4	P04637		9606	1
P04637_Q86Y07	Q86Y07	P04637		9606	1
P04637_P50750	P50750	P04637		9606	1
O43293_P04637	O43293	P04637		9606	1
P04637_P34947	P34947	P04637	20124405	9606	1
P04637_P34947	P34947	P04637	15053879	9606	1
P04637_Q13131	Q13131	P04637		9606	1
P04637_Q99986	Q99986	P04637	10951572	9606	1
P04637_Q99986	Q99986	P04637	15542844	9606	1
P04637_Q99986	Q99986	P04637	10348343	9606	1
P04637_Q99986	Q99986	P04637	10747897	9606	1
P04637_Q00535	Q00535	P04637	17108107	9606	1
P04637_Q00535	Q00535	P04637	11554766	9606	1
P04637_Q00535	Q00535	P04637	21317932	9606	1
P04637_Q00535	Q00535	P04637	15866171	9606	1
P04637_Q00535	Q00535	P04637	17967874	9606	1
P04637_Q00535	Q00535	P04637	10570149	9606	1
P04637_Q00535	Q00535	P04637	15701641	9606	1
P04637_Q00535	Q00535	P04637	17591690	9606	1
P04637_Q00535	Q00535	P04637		9606	1
P04637_Q00535	Q00535	P04637	9372954	9606	1
P04637_Q00535	Q00535	P04637	11740489	9606	1
P04637_Q00535	Q00535	P04637	16377624	9606	1
P04637_Q00535	Q00535	P04637	11780126	9606	1
P04637_P28482	P28482	P04637		9606	1
P04637_Q15831	Q15831	P04637		9606	1
O60285_P04637	O60285	P04637		9606	1
P04637_P53779	P53779	P04637		9606	1
P04637_Q13627	Q13627	P04637		9606	1
P04637_Q5S007	Q5S007	P04637		9606	1
O14965_P04637	O14965	P04637	14702041	9606	1
O14965_P04637	O14965	P04637	19413330	9606	1
O14965_P04637	O14965	P04637	17287340	9606	1
O14965_P04637	O14965	P04637	10884347	9606	1
O14965_P04637	O14965	P04637	15469940	9606	1
O14965_P04637	O14965	P04637		9606	1
O14965_P04637	O14965	P04637	11409876	9606	1
O14965_P04637	O14965	P04637	15489221	9606	1
O14965_P04637	O14965	P04637	12111733	9606	1
O14965_P04637	O14965	P04637	15254178	9606	1
O14965_P04637	O14965	P04637	10801407	9606	1
P04637_P21675	P21675	P04637	20124405	9606	1
P04637_P21675	P21675	P04637	15053879	9606	1
P04637_P50613	P50613	P04637	9372954	9606	1
P04637_P50613	P50613	P04637	17591690	9606	1
P04637_P50613	P50613	P04637	9315650	9606	1
P04637_P50613	P50613	P04637		9606	1
P04637_P50613	P50613	P04637	1956339	9606	1
P04637_P50613	P50613	P04637	11875057	9606	1
P04637_Q16539	Q16539	P04637		9606	1
O14757_P04637	O14757	P04637		9606	1
O14757_P04637	O14757	P04637	17339337	9606	1
O96017_P04637	O96017	P04637		9606	1
O96017_P04637	O96017	P04637	17339337	9606	1
O96017_P04637	O96017	P04637	12810724	9606	1
O96017_P04637	O96017	P04637	20041275	9606	1
O96017_P04637	O96017	P04637	11447225	9606	1
O96017_P04637	O96017	P04637	10570149	9606	1
O96017_P04637	O96017	P04637	11551930	9606	1
P04637_Q92630	Q92630	P04637	17349958	9606	1
P04637_Q92630	Q92630	P04637	19965871	9606	1
P04637_P68400	P68400	P04637		9606	1
O15264_P04637	O15264	P04637		9606	1
P04637_Q96S44	Q96S44	P04637		9606	1
P04637_Q96GD4	Q96GD4	P04637	20959462	9606	1
P04637_Q96GD4	Q96GD4	P04637		9606	1
P04637_P48730	P48730	P04637		9606	1
P04637_Q96EB6	Q96EB6	P04637		9606	1
P04637_Q8IW41	Q8IW41	P04637	17254968	9606	1
P04637_Q8IW41	Q8IW41	P04637	10606744	9606	1
P04637_P48729	P48729	P04637		9606	1
P04637_Q13535	Q13535	P04637		9606	1
P04637_Q9H2X6	Q9H2X6	P04637	11780126	9606	1
P04637_Q9H2X6	Q9H2X6	P04637	16729035	9606	1
P04637_P67870	P67870	P04637		9606	1
P04637_Q96Q15	Q96Q15	P04637		9606	1
P04637_Q9UBE8	Q9UBE8	P04637		9606	1
P04637_Q05655	Q05655	P04637		9606	1
P04637_Q9NQR1	Q9NQR1	P04637	17707234	9606	1
P04637_Q9NQR1	Q9NQR1	P04637	20870725	9606	1
P04637_P06493	P06493	P04637		9606	1
P04637_Q92794	Q92794	P04637		9606	1
P04637_P17252	P17252	P04637		9606	1
P04637_P53355	P53355	P04637	17339337	9606	1
P04637_P53355	P53355	P04637		9606	1
P04637_P49841	P49841	P04637		9606	1
P04637_P78527	P78527	P04637	10446957	9606	1
P04637_P78527	P78527	P04637		9606	1
P04637_P78527	P78527	P04637		9606	1
P04637_P78527	P78527	P04637	15381073	9606	1
P04637_P78527	P78527	P04637	11483158	9606	1
P04637_P78527	P78527	P04637	12959929	9606	1
P04637_P45984	P45984	P04637		9606	1
P04629_P04637	P04629	P04637	9372954	9606	1
P04629_P04637	P04629	P04637	11483158	9606	1
P04637_P33981	P33981	P04637	19332559	9606	1
P04637_Q9BV47	Q9BV47	P04637		9606	1
O15297_P04637	O15297	P04637		9606	1
P04637_Q86XK2	Q86XK2	P04637		9606	1
P04637_Q8WTS6	Q8WTS6	P04637	16415881	9606	1
P04637_Q8WTS6	Q8WTS6	P04637	15525938	9606	1
P04637_Q9NRG4	Q9NRG4	P04637	17108971	9606	1
P04637_Q96KQ7	Q96KQ7	P04637	20118233	9606	1
P04637_Q9H9B1	Q9H9B1	P04637	20118233	9606	1
P04637_Q9UEE5	Q9UEE5	P04637		9606	1
P04637_Q8NE63	Q8NE63	P04637	18022393	9606	1
P35813_P50750	P35813	P50750		9606	1
O14920_P35813	P35813	O14920		9606	1
P27361_Q04637	P27361	Q04637		9606	1
Q04637_Q13177	Q13177	Q04637		9606	1
P41279_Q04637	P41279	Q04637		9606	1
P17252_Q04637	P17252	Q04637		9606	1
P49841_Q04637	P49841	Q04637	10654941	9606	1
P49841_Q15303	P49841	Q15303	8617750	9606	1
P78352_Q7KZI7	Q7KZI7	P78352		9606	1
P06241_P78352	P06241	P78352		9606	1
P49137_Q04864	P49137	Q04864	10823840	9606	1
O14920_Q04864	O14920	Q04864		9606	1
P31946_P45983	P45983	P31946	15696159	9606	1
O14920_P31946	O14920	P31946		9606	1
P31946_Q05655	Q05655	P31946	9705322	9606	1
P06400_P50750	P50750	P06400		9606	1
P06400_Q13131	Q13131	P06400		9606	1
P06400_Q00535	Q00535	P06400		9606	1
P06400_Q16539	Q16539	P06400		9606	1
O14757_P06400	O14757	P06400	17380128	9606	1
O96017_P06400	O96017	P06400	17380128	9606	1
P06400_Q96GD4	Q96GD4	P06400		9606	1
P06241_P06400	P06241	P06400	1756735	9606	1
P06400_Q00534	Q00534	P06400		9606	1
P06400_Q00534	Q00534	P06400	15809340	9606	1
P06400_Q00534	Q00534	P06400	19413330	9606	1
P06400_Q00534	Q00534	P06400	16360038	9606	1
P06400_Q00534	Q00534	P06400	19690332	9606	1
P00519_P06400	P00519	P06400		9606	1
P06400_Q00526	Q00526	P06400	18669648	9606	1
P06400_Q00526	Q00526	P06400	15084261	9606	1
P06400_Q00526	Q00526	P06400	19690332	9606	1
P06400_Q00526	Q00526	P06400	1756735	9606	1
P06400_Q00526	Q00526	P06400		9606	1
P06400_Q9NRG4	Q9NRG4	P06400	20870719	9606	1
P05556_Q9UQM7	Q9UQM7	P05556		9606	1
P05556_P42684	P42684	P05556		9606	1
P05556_P17252	P17252	P05556	14660602	9606	1
P05556_P17252	P17252	P05556		9606	1
P05556_Q02156	Q02156	P05556		9606	1
P07949_P19174	P07949	P19174		9606	1
P19174_Q15139	Q15139	P19174		9606	1
P19174_P43405	P43405	P19174	15592455	9606	1
P19174_P43405	P43405	P19174	17389395	9606	1
P19174_P43405	P43405	P19174	19690332	9606	1
P19174_P43405	P43405	P19174	17081983	9606	1
P19174_P43405	P43405	P19174	8657103	9606	1
P19174_P43405	P43405	P19174	19534553	9606	1
P19174_P43405	P43405	P19174	1708307	9606	1
P19174_P43405	P43405	P19174	16038803	9606	1
P19174_P43405	P43405	P19174	16126727	9606	1
P19174_P43405	P43405	P19174	12601080	9606	1
P19174_P43405	P43405	P19174		9606	1
P19174_P43405	P43405	P19174	7991458	9606	1
P19174_P43405	P43405	P19174	1689310	9606	1
P08631_P19174	P08631	P19174		9606	1
P11362_P19174	P11362	P19174		9606	1
P06493_P19174	P06493	P19174	1370476	9606	1
P17252_P19174	P17252	P19174	1370476	9606	1
P17252_P19174	P17252	P19174		9606	1
P17252_P19174	P17252	P19174	16038803	9606	1
P17252_P19174	P17252	P19174	1708307	9606	1
P17252_P19174	P17252	P19174	12601080	9606	1
P09619_P19174	P09619	P19174		9606	1
P00519_P19174	P00519	P19174		9606	1
P17612_P19174	P17612	P19174		9606	1
P19174_Q08881	Q08881	P19174	11564877	9606	1
P19174_Q08881	Q08881	P19174	17389395	9606	1
P19174_Q08881	Q08881	P19174	19690332	9606	1
P19174_Q08881	Q08881	P19174	8657103	9606	1
P19174_Q08881	Q08881	P19174	19534553	9606	1
P19174_Q08881	Q08881	P19174	15951569	9606	1
P19174_Q08881	Q08881	P19174	15215251	9606	1
P19174_P31749	P31749	P19174		9606	1
Q15139_Q99814	Q15139	Q99814		9606	1
Q15118_Q99814	Q15118	Q99814		9606	1
O15530_Q99814	O15530	Q99814		9606	1
P68400_Q9BW71	P68400	Q9BW71		9606	1
P07949_P27361	P07949	P27361		9606	1
P07949_P18848	P07949	P18848		9606	1
P07949_Q16539	P07949	Q16539		9606	1
P07949_Q12913	Q12913	P07949		9606	1
P07949_Q99704	P07949	Q99704		9606	1
P07949_P17252	P17252	P07949		9606	1
O15530_P07949	P07949	O15530	12738763	9606	1
P07949_P17612	P17612	P07949		9606	1
P07949_P31749	P07949	P31749		9606	1
P07949_P10586	P10586	P07949		9606	1
Q2M2I8_Q96CW1	Q2M2I8	Q96CW1	18158287	9606	1
Q2M2I8_Q96CW1	Q2M2I8	Q96CW1	11877461	9606	1
Q2M2I8_Q96CW1	Q2M2I8	Q96CW1	11877457	9606	1
Q2M2I8_Q96CW1	Q2M2I8	Q96CW1		9606	1
P11362_Q14493	P11362	Q14493	12588979	9606	1
P06493_Q14493	P06493	Q14493	18490441	9606	1
P06493_Q14493	P06493	Q14493	12588979	9606	1
P51817_P98161	P51817	P98161	17980165	9606	1
P17612_P98161	P17612	P98161		9606	1
O14757_Q13257	O14757	Q13257		9606	1
Q13257_Q9H422	Q9H422	Q13257	12574116	9606	1
P06493_P33993	P06493	P33993		9606	1
P27361_Q15596	P27361	Q15596		9606	1
P05549_Q15139	Q15139	P05549		9606	1
Q13936_Q15139	Q15139	Q13936		9606	1
O15273_Q15139	Q15139	O15273		9606	1
O75628_Q15139	Q15139	O75628		9606	1
Q15139_Q9NRA0	Q15139	Q9NRA0		9606	1
P05412_Q15139	Q15139	P05412		9606	1
Q15139_Q8WYL5	Q15139	Q8WYL5		9606	1
O15264_Q15139	O15264	Q15139	19413330	9606	1
O15264_Q15139	O15264	Q15139	19135240	9606	1
O15264_Q15139	O15264	Q15139	19369195	9606	1
Q15139_Q8WUI4	Q15139	Q8WUI4	18509061	9606	1
Q15139_Q8WUI4	Q15139	Q8WUI4	15623513	9606	1
Q15139_Q8WUI4	Q15139	Q8WUI4	18617643	9606	1
Q15139_Q8WUI4	Q15139	Q8WUI4		9606	1
Q15139_Q8WUI4	Q15139	Q8WUI4	17962809	9606	1
Q15139_Q8WUI4	Q15139	Q8WUI4	16980613	9606	1
P19429_Q15139	Q15139	P19429	2226863	9606	1
P19429_Q15139	Q15139	P19429	15514163	9606	1
P19429_Q15139	Q15139	P19429	9346285	9606	1
Q15139_Q9BST9	Q15139	Q9BST9		9606	1
P04792_Q15139	Q15139	P04792	15728188	9606	1
Q15139_Q9Y5P4	Q15139	Q9Y5P4	17591919	9606	1
Q15139_Q9Y5P4	Q15139	Q9Y5P4		9606	1
Q15139_Q15276	Q15139	Q15276		9606	1
Q14247_Q15139	Q15139	Q14247		9606	1
Q13671_Q15139	Q15139	Q13671	18669648	9606	1
Q13671_Q15139	Q15139	Q13671	11784866	9606	1
Q13671_Q15139	Q15139	Q13671		9606	1
Q15139_Q92918	Q15139	Q92918		9606	1
Q15139_Q9UBF8	Q15139	Q9UBF8		9606	1
P53367_Q15139	Q15139	P53367		9606	1
Q14896_Q15139	Q15139	Q14896		9606	1
O60602_Q15139	Q15139	O60602	17442957	9606	1
Q05655_Q15139	Q05655	Q15139	15024053	9606	1
Q05655_Q15139	Q05655	Q15139		9606	1
Q05655_Q15139	Q05655	Q15139	15755722	9606	1
Q05655_Q15139	Q05655	Q15139	10867018	9606	1
P24723_Q15139	P24723	Q15139	15024053	9606	1
P24723_Q15139	P24723	Q15139		9606	1
P17252_Q15139	P17252	Q15139	11741879	9606	1
P17252_Q15139	P17252	Q15139	10867018	9606	1
P17252_Q15139	P17252	Q15139	11948398	9606	1
P17252_Q15139	P17252	Q15139	15383279	9606	1
P17252_Q15139	P17252	Q15139		9606	1
P17252_Q15139	P17252	Q15139	15755722	9606	1
P16144_Q15139	Q15139	P16144		9606	1
O95863_Q15139	Q15139	O95863		9606	1
P00519_Q15139	P00519	Q15139	12637538	9606	1
P00519_Q15139	P00519	Q15139	12505989	9606	1
P00519_Q15139	P00519	Q15139	11741879	9606	1
P00519_Q15139	P00519	Q15139	10867018	9606	1
P02686_Q15139	Q15139	P02686		9606	1
P48426_Q15139	Q15139	P48426		9606	1
Q02156_Q15139	Q02156	Q15139		9606	1
O95835_Q15139	Q15139	O95835	15688006	9606	1
P31749_Q15139	Q15139	P31749		9606	1
Q15139_Q9Y3E5	Q15139	Q9Y3E5		9606	1
Q15139_Q9ULH0	Q15139	Q9ULH0		9606	1
P22059_Q15139	Q15139	P22059		9606	1
P17096_Q9H2X6	Q9H2X6	P17096	19413330	9606	1
P17096_Q9H2X6	Q9H2X6	P17096	17924679	9606	1
P17096_Q9H2X6	Q9H2X6	P17096	17960875	9606	1
P17096_Q9H2X6	Q9H2X6	P17096	17081983	9606	1
P17096_Q9H2X6	Q9H2X6	P17096	18669648	9606	1
P17096_Q9H2X6	Q9H2X6	P17096		9606	1
P17096_Q05655	Q05655	P17096		9606	1
P06493_P17096	P06493	P17096	19413330	9606	1
P06493_P17096	P06493	P17096	17924679	9606	1
P06493_P17096	P06493	P17096	17960875	9606	1
P06493_P17096	P06493	P17096	17081983	9606	1
P06493_P17096	P06493	P17096	18669648	9606	1
P17096_P17252	P17252	P17096	2806554	9606	1
P40337_Q96PY6	Q96PY6	P40337		9606	1
O96017_P40337	O96017	P40337		9606	1
P40337_P68400	P68400	P40337		9606	1
P40337_P48729	P48729	P40337		9606	1
P17813_P37023	P37023	P17813		9606	1
P16234_P16389	P16234	P16389	8261514	9606	1
P16234_P16389	P16234	P16389	12151401	9606	1
P19525_Q9UQM7	P19525	Q9UQM7	20060891	9606	1
P19525_Q9UQM7	P19525	Q9UQM7	16126727	9606	1
P19525_P28482	P28482	P19525		9606	1
P19525_Q15172	P19525	Q15172		9606	1
P05198_P19525	P19525	P05198	16288713	9606	1
P19525_P51812	P51812	P19525		9606	1
O14920_P19525	O14920	P19525		9606	1
P06493_P19525	P19525	P06493		9606	1
P27361_P45983	P27361	P45983		9606	1
P27361_P42229	P27361	P42229	10194762	9606	1
P27361_P42229	P27361	P42229		9606	1
P27361_Q93045	P27361	Q93045		9606	1
P27361_Q05940	P27361	Q05940	9045708	9606	1
P27361_P27708	P27361	P27708	15890648	9606	1
P27361_P27708	P27361	P27708		9606	1
P27361_P49795	P27361	P49795	10993892	9606	1
P27361_P50616	P27361	P50616		9606	1
P15056_P27361	P27361	P15056		9606	1
P27361_Q02750	Q02750	P27361	17192257	9606	1
P27361_Q02750	Q02750	P27361	17389395	9606	1
P27361_Q02750	Q02750	P27361	8626767	9606	1
P27361_Q02750	Q02750	P27361	19690332	9606	1
P27361_Q02750	Q02750	P27361	17081983	9606	1
P27361_Q02750	Q02750	P27361	18669648	9606	1
P27361_Q02750	Q02750	P27361	18691976	9606	1
P27361_Q02750	Q02750	P27361	19369195	9606	1
P27361_Q02750	Q02750	P27361	19534553	9606	1
P27361_Q02750	Q02750	P27361	15951569	9606	1
P27361_Q02750	Q02750	P27361	19494114	9606	1
P27361_Q02750	Q02750	P27361	18083107	9606	1
P27361_Q02750	Q02750	P27361	18983981	9606	1
P27361_Q02750	P27361	Q02750		9606	1
P27361_Q02750	Q02750	P27361		9606	1
P27361_Q86UR1	P27361	Q86UR1		9606	1
P27361_Q14934	P27361	Q14934	15657420	9606	1
P27361_Q14934	P27361	Q14934		9606	1
P27361_P53004	P27361	P53004		9606	1
O60674_P27361	P27361	O60674		9606	1
O60674_P27361	O60674	P27361		9606	1
P27361_Q07866	P27361	Q07866		9606	1
P27361_Q9UM11	P27361	Q9UM11	12560341	9606	1
P27361_Q05682	P27361	Q05682	12613668	9606	1
P27361_Q05682	P27361	Q05682	10514499	9606	1
P27361_Q05682	P27361	Q05682		9606	1
P27361_Q15796	P27361	Q15796	11027280	9606	1
P27361_Q15796	P27361	Q15796	12193595	9606	1
P27361_Q15796	P27361	Q15796		9606	1
P27361_Q15796	P27361	Q15796	9892009	9606	1
P27361_Q16690	P27361	Q16690		9606	1
P27361_Q01970	P27361	Q01970	9660757	9606	1
P27361_Q01970	P27361	Q01970	10893237	9606	1
P27361_P98082	P27361	P98082	11812785	9606	1
P27361_P98082	P27361	P98082	10542228	9606	1
P11388_P27361	P27361	P11388	7635160	9606	1
P10242_P27361	P27361	P10242	8960373	9606	1
P10242_P27361	P27361	P10242		9606	1
P10242_P27361	P27361	P10242	7735324	9606	1
P10242_P27361	P27361	P10242	11313925	9606	1
P27361_Q9NQB0	P27361	Q9NQB0	11711551	9606	1
P27361_Q12772	P27361	Q12772	14988395	9606	1
P27361_Q12772	P27361	Q12772		9606	1
P27361_Q92974	P27361	Q92974		9606	1
P27361_P49815	P27361	P49815		9606	1
P27361_Q8IX03	P27361	Q8IX03		9606	1
P27361_P49137	P27361	P49137		9606	1
P27361_Q96RK0	P27361	Q96RK0		9606	1
P27361_Q13322	P27361	Q13322	15952796	9606	1
P27361_Q13322	P27361	Q13322		9606	1
P27361_Q13322	P27361	Q13322	18220336	9606	1
P27361_Q13322	P27361	Q13322	18669648	9606	1
P27361_P47712	P27361	P47712		9606	1
P27361_P41182	P27361	P41182		9606	1
P19419_P27361	P27361	P19419		9606	1
P19419_P27361	P27361	P19419	8262053	9606	1
P19419_P27361	P27361	P19419	8548291	9606	1
P27361_Q9NRA0	P27361	Q9NRA0		9606	1
P05787_P27361	P27361	P05787		9606	1
P27361_Q9UQC2	P27361	Q9UQC2		9606	1
P27361_Q9UQC2	P27361	Q9UQC2	11334882	9606	1
P27361_Q9UQC2	P27361	Q9UQC2	11782427	9606	1
P27361_P67775	P67775	P27361		9606	1
O75581_P27361	P27361	O75581		9606	1
P27361_Q16828	P27361	Q16828	15632084	9606	1
P27361_Q16828	P27361	Q16828		9606	1
P27361_Q07889	P27361	Q07889		9606	1
P05412_P27361	P27361	P05412		9606	1
P27361_P43364	P27361	P43364		9606	1
P27361_Q9BR01	P27361	Q9BR01		9606	1
P27361_P35579	P27361	P35579	8089108	9606	1
P27361_P35579	P27361	P35579	9545325	9606	1
P27361_P35579	P27361	P35579	1899200	9606	1
P27361_P78536	P27361	P78536	12058067	9606	1
P27361_Q9UBN7	P27361	Q9UBN7		9606	1
O75582_P27361	P27361	O75582	15568999	9606	1
P27361_P35228	P27361	P35228		9606	1
P27361_P36956	P27361	P36956		9606	1
P27361_Q15672	P27361	Q15672		9606	1
P27361_P36507	P36507	P27361		9606	1
P27361_P28562	P27361	P28562		9606	1
P27361_P28562	P27361	P28562	10617468	9606	1
P06401_P27361	P27361	P06401	10655479	9606	1
P06401_P27361	P27361	P06401	12529413	9606	1
P06401_P27361	P27361	P06401		9606	1
P27361_Q15046	P27361	Q15046		9606	1
P27361_P30304	P27361	P30304		9606	1
P27361_Q9UIG0	P27361	Q9UIG0		9606	1
P27361_Q13950	P27361	Q13950		9606	1
P27361_P51452	P51452	P27361		9606	1
P27361_P61978	P27361	P61978	11259409	9606	1
P27361_P61978	P27361	P61978		9606	1
P27361_Q06210	P27361	Q06210	10806197	9606	1
P27361_Q06210	P27361	Q06210	9836513	9606	1
P27361_Q04323	P27361	Q04323	15362974	9606	1
P15336_P27361	P27361	P15336		9606	1
P27361_Q01860	P27361	Q01860		9606	1
P27361_Q969V6	P27361	Q969V6		9606	1
P27361_Q05469	P27361	Q05469		9606	1
P27361_Q9BUB5	P27361	Q9BUB5		9606	1
P07101_P27361	P27361	P07101		9606	1
P27361_Q13480	P27361	Q13480		9606	1
P27361_P32121	P27361	P32121		9606	1
O43561_P27361	P27361	O43561		9606	1
P27361_P48729	P48729	P27361	15466476	9606	1
P27361_P48729	P48729	P27361	16464493	9606	1
P27361_P48729	P48729	P27361	7867743	9606	1
P27361_P48729	P48729	P27361	11971971	9606	1
P27361_Q00613	P27361	Q00613	15760475	9606	1
P27361_Q00613	P27361	Q00613	11447121	9606	1
P27361_Q15418	P27361	Q15418		9606	1
P27361_P78347	P27361	P78347		9606	1
O43524_P27361	P27361	O43524		9606	1
O43521_P27361	P27361	O43521	14555991	9606	1
O43521_P27361	P27361	O43521	15486195	9606	1
P27361_Q14247	P27361	Q14247	10537323	9606	1
P27361_Q14247	P27361	Q14247		9606	1
P27361_Q14005	P27361	Q14005		9606	1
P27361_Q14005	P27361	Q14005	14768064	9606	1
O00213_P27361	P27361	O00213		9606	1
P27361_Q12800	P27361	Q12800		9606	1
P11362_P27361	P27361	P11362		9606	1
O14994_P27361	P27361	O14994	14732590	9606	1
O14994_P27361	P27361	O14994		9606	1
P27361_Q07820	P27361	Q07820	15241487	9606	1
P27361_Q07820	P27361	Q07820		9606	1
P27361_Q8WX93	P27361	Q8WX93		9606	1
P27361_Q13153	P27361	Q13153		9606	1
P27361_P51812	P27361	P51812		9606	1
P27361_P51812	P27361	P51812	10980595	9606	1
P27361_P49715	P27361	P49715	14701740	9606	1
P27361_P55211	P27361	P55211		9606	1
P24928_P27361	P27361	P24928	12721286	9606	1
P24928_P27361	P27361	P24928		9606	1
P17861_P27361	P27361	P17861		9606	1
P27361_Q9NYV6	P27361	Q9NYV6	12620228	9606	1
P27361_P41212	P27361	P41212	15060146	9606	1
P27361_P41212	P27361	P41212		9606	1
O60244_P27361	P27361	O60244		9606	1
P27361_P49407	P27361	P49407		9606	1
P27361_P42702	P27361	P42702	7777512	9606	1
P27361_P42702	P27361	P42702		9606	1
P27361_Q08499	P27361	Q08499		9606	1
P14598_P27361	P27361	P14598	15629715	9606	1
P27361_Q9UKX7	P27361	Q9UKX7		9606	1
P27361_Q9Y6W5	P27361	Q9Y6W5		9606	1
