pair_id	id_a	id_b	pair_id_clean	id_a_clean	id_b_clean	taxid_a	taxid_b	pubid
P48544_Q92806	P48544	Q92806	P48544_Q92806	P48544	Q92806	9606	9606	12297500
P48051_Q92806	P48051	Q92806	P48051_Q92806	P48051	Q92806	9606	9606	12297500
P21917_Q92806	P21917	Q92806	P21917_Q92806	P21917	Q92806	9606	9606	12297500
P48549_Q92806	P48549	Q92806	P48549_Q92806	P48549	Q92806	9606	9606	12297500
O14640_Q92837	O14640	Q92837	O14640_Q92837	O14640	Q92837	9606	9606	12556519
Q9UEW8_Q9UP95	Q9UEW8	Q9UP95	Q9UEW8_Q9UP95	Q9UEW8	Q9UP95	9606	9606	24393035
O95747_Q9UP95	O95747	Q9UP95	O95747_Q9UP95	O95747	Q9UP95	9606	9606	24393035
Q9Y2S2_Q9Y2S2	Q9Y2S2	Q9Y2S2	Q9Y2S2_Q9Y2S2	Q9Y2S2	Q9Y2S2	9606	9606	15809331
O00625_P20749	P20749	O00625	O00625_P20749	P20749	O00625	9606	9606	10362352
O14745_P23508	P23508	O14745	O14745_P23508	P23508	O14745	9606	9606	19555689
O14745_Q14155	Q14155	O14745	O14745_Q14155	Q14155	O14745	9606	9606	20395446
O14745_Q9BXI6	Q9BXI6	O14745	O14745_Q9BXI6	Q9BXI6	O14745	9606	9606	11285285
O14745_Q9NSA0	Q9NSA0	O14745	O14745_Q9NSA0	Q9NSA0	O14745	9606	9606	16236806
O14745_P51790	P51790	O14745	O14745_P51790	P51790	O14745	9606	9606	12471024
O14745_Q06495	Q06495	O14745	O14745_Q06495	Q06495	O14745	9606	9606	22506049
O14745_Q9BXS9-5	Q9BXS9-5	O14745	O14745_Q9BXS9	Q9BXS9	O14745	9606	9606	12444019
O14745_Q9BXS9-4	Q9BXS9-4	O14745	O14745_Q9BXS9	Q9BXS9	O14745	9606	9606	12444019
O14745_P35222	P35222	O14745	O14745_P35222	P35222	O14745	9606	9606	17242191
O14745_P09619	P09619	O14745	O14745_P09619	P09619	O14745	9606	9606	17242191
O14745_P60484	P60484	O14745	O14745_P60484	P60484	O14745	9606	9606	17242191
O14745_P15311	P15311	O14745	O14745_P15311	P15311	O14745	9606	9606	17242191
O14745_P35240	P35240	O14745	O14745_P35240	P35240	O14745	9606	9606	17242191
O14745_P15311	P15311	O14745	O14745_P15311	P15311	O14745	9606	9606	20442317
O14745_O14986	O14986	O14745	O14745_O14986	O14986	O14745	9606	9606	20442317
O14745_P07550	P07550	O14745	O14745_P07550	P07550	O14745	9606	9606	9560162
O14745_P09619	P09619	O14745	O14745_P09619	P09619	O14745	9606	9606	16456542
O14745_P60484	P60484	O14745	O14745_P60484	P60484	O14745	9606	9606	16456542
O14745_Q9H015	Q9H015	O14745	O14745_Q9H015	Q9H015	O14745	9606	9606	15523054
O14745_Q06495	Q06495	O14745	O14745_Q06495	Q06495	O14745	9606	9606	17895247
O15126_Q96T83	Q96T83	O15126	O15126_Q96T83	Q96T83	O15126	9606	9606	15840657
O43184_Q5HYK7-5	Q5HYK7-5	O43184	O43184_Q5HYK7	Q5HYK7	O43184	9606	9606	15280379
O43184_Q5HYK7-1	Q5HYK7-1	O43184	O43184_Q5HYK7	Q5HYK7	O43184	9606	9606	15280379
O43184_Q5HYK7-2	Q5HYK7-2	O43184	O43184_Q5HYK7	Q5HYK7	O43184	9606	9606	15280379
O43184_Q5HYK7-4	Q5HYK7-4	O43184	O43184_Q5HYK7	Q5HYK7	O43184	9606	9606	15280379
O43184-2_O95633	O95633	O43184-2	O43184_O95633	O95633	O43184	9606	9606	15574124
P42345_P50406	P50406	P42345	P42345_P50406	P50406	P42345	9606	9606	23027611
P42345_Q9H714	Q9H714	P42345	P42345_Q9H714	Q9H714	P42345	9606	9606	30704899
P42345_Q8N122	Q8N122	P42345	P42345_Q8N122	Q8N122	P42345	9606	9606	12150925
P42345_Q6R327	Q6R327	P42345	P42345_Q6R327	Q6R327	P42345	9606	9606	15467718
P42345_Q8N122	Q8N122	P42345	P42345_Q8N122	Q8N122	P42345	9606	9606	12150926
O14894_P42345	O14894	P42345	O14894_P42345	O14894	P42345	9606	9606	30956113
P42345_Q6P9B6	Q6P9B6	P42345	P42345_Q6P9B6	Q6P9B6	P42345	9606	9606	29750193
P42345_Q6PJG6	Q6PJG6	P42345	P42345_Q6PJG6	Q6PJG6	P42345	9606	9606	25657994
P29590_P42345	P29590	P42345	P29590_P42345	P29590	P42345	9606	9606	16915281
P42345_Q9UMX0	Q9UMX0	P42345	P42345_Q9UMX0	Q9UMX0	P42345	9606	9606	11853878
P42345_Q8TB45	Q8TB45	P42345	P42345_Q8TB45	Q8TB45	P42345	9606	9606	19446321
P42345_Q9Y4R8	Q9Y4R8	P42345	P42345_Q9Y4R8	Q9Y4R8	P42345	9606	9606	20864032
P0DI81_Q02224	P0DI81	Q02224	P0DI81_Q02224	P0DI81	Q02224	9606	9606	25918224
Q02224_Q8WVT3	Q8WVT3	Q02224	Q02224_Q8WVT3	Q8WVT3	Q02224	9606	9606	25918224
P49454_Q02224	P49454	Q02224	P49454_Q02224	P49454	Q02224	9606	9606	9763420
O60566_Q02224	O60566	Q02224	O60566_Q02224	O60566	Q02224	9606	9606	9763420
P49711_Q02224	P49711	Q02224	P49711_Q02224	P49711	Q02224	9606	9606	26321640
Q12851_Q16584	Q16584	Q12851	Q12851_Q16584	Q16584	Q12851	9606	9606	17584736
P48643_Q13371	P48643	Q13371	P48643_Q13371	P48643	Q13371	9606	9606	24375412
Q13705_Q8N6C5	Q8N6C5	Q13705	Q13705_Q8N6C5	Q8N6C5	Q13705	9606	9606	11266516
Q13705_Q8WUH2	Q8WUH2	Q13705	Q13705_Q8WUH2	Q8WUH2	Q13705	9606	9606	11278302
Q13705_Q9UNH7	Q9UNH7	Q13705	Q13705_Q9UNH7	Q9UNH7	Q13705	9606	9606	11279102
P05067_Q15109	P05067	Q15109	P05067_Q15109	P05067	Q15109	9606	9606	23973487
P04271_Q15109	P04271	Q15109	P04271_Q15109	P04271	Q15109	9606	9606	15033494
P80511_Q15109	P80511	Q15109	P80511_Q15109	P80511	Q15109	9606	9606	15033494
Q15109_Q99584	Q99584	Q15109	Q15109_Q99584	Q99584	Q15109	9606	9606	15033494
P26447_Q15109	P26447	Q15109	P26447_Q15109	P26447	Q15109	9606	9606	15033494
P80511_Q15109	P80511	Q15109	P80511_Q15109	P80511	Q15109	9606	9606	19386136
P05067_Q15109	P05067	Q15109	P05067_Q15109	P05067	Q15109	9606	9606	22406537
Q15109_complex portal:CPX-1120	complex portal:CPX-1120	Q15109	_Q15109		Q15109	9606	9606	29518356
O60832_Q6PI26	O60832	Q6PI26	O60832_Q6PI26	O60832	Q6PI26	9606	9606	19383767
P20340_Q8IUD2	P20340	Q8IUD2	P20340_Q8IUD2	P20340	Q8IUD2	9606	9606	12391317
Q13136_Q8IUD2	Q13136	Q8IUD2	Q13136_Q8IUD2	Q13136	Q8IUD2	9606	9606	12923177
Q86SQ7_Q8IUD2	Q86SQ7	Q8IUD2	Q86SQ7_Q8IUD2	Q86SQ7	Q8IUD2	9606	9606	27224062
O15455_Q8IWB7	O15455	Q8IWB7	O15455_Q8IWB7	O15455	Q8IWB7	9606	9606	25736436
Q3B820_Q8TC44	Q3B820	Q8TC44	Q3B820_Q8TC44	Q3B820	Q8TC44	9606	9606	25018096
Q8NBT0_Q8TC44	Q8NBT0	Q8TC44	Q8NBT0_Q8TC44	Q8NBT0	Q8TC44	9606	9606	23015594
Q8N122_Q96B36	Q8N122	Q96B36	Q8N122_Q96B36	Q8N122	Q96B36	9606	9606	17386266
Q96EF0_Q96QG7	Q96EF0	Q96QG7	Q96EF0_Q96QG7	Q96EF0	Q96QG7	9606	9606	16787938
Q96QG7_Q9Y217	Q9Y217	Q96QG7	Q96QG7_Q9Y217	Q9Y217	Q96QG7	9606	9606	16787938
P26196_Q9BUT9	P26196	Q9BUT9	P26196_Q9BUT9	P26196	Q9BUT9	9606	9606	26184334
C9JLW8_Q9BUT9	C9JLW8	Q9BUT9	C9JLW8_Q9BUT9	C9JLW8	Q9BUT9	9606	9606	26184334
Q9BYB0_Q9UQM7	Q9UQM7	Q9BYB0	Q9BYB0_Q9UQM7	Q9UQM7	Q9BYB0	9606	9606	28130356
O60885_Q9BZ95	O60885	Q9BZ95	O60885_Q9BZ95	O60885	Q9BZ95	9606	9606	21555454
O60885_Q9BZ95	O60885	Q9BZ95	O60885_Q9BZ95	O60885	Q9BZ95	9606	9606	29176719
O14682_Q14145	Q14145	O14682	O14682_Q14145	Q14145	O14682	9606	9606	19424503
O14777_Q9HBM1	Q9HBM1	O14777	O14777_Q9HBM1	Q9HBM1	O14777	9606	9606	14699129
O94766_Q8TE99	Q8TE99	O94766	O94766_Q8TE99	Q8TE99	O94766	9606	9606	24425863
P13639_P31751	P31751	P13639	P13639_P31751	P31751	P13639	9606	9606	23823123
P13639_Q6ZRY4	Q6ZRY4	P13639	P13639_Q6ZRY4	Q6ZRY4	P13639	9606	9606	25064856
P13639_Q96G04	Q96G04	P13639	P13639_Q96G04	Q96G04	P13639	9606	9606	25231979
P13639_Q92900	Q92900	P13639	P13639_Q92900	Q92900	P13639	9606	9606	19417104
P24468_Q92786	Q92786	P24468	P24468_Q92786	Q92786	P24468	9606	9606	19210544
P24468_P24468	P24468	P24468	P24468_P24468	P24468	P24468	9606	9606	18798693
P24468_Q15788	Q15788	P24468	P24468_Q15788	Q15788	P24468	9606	9606	18798693
P24468_Q9UBK2	Q9UBK2	P24468	P24468_Q9UBK2	Q9UBK2	P24468	9606	9606	18798693
P24468_Q9Y6Q9	Q9Y6Q9	P24468	P24468_Q9Y6Q9	Q9Y6Q9	P24468	9606	9606	18798693
P24468_Q15596	Q15596	P24468	P24468_Q15596	Q15596	P24468	9606	9606	18798693
P24468_Q92786	Q92786	P24468	P24468_Q92786	Q92786	P24468	9606	9606	18815287
O95999_P31749	O95999	P31749	O95999_P31749	O95999	P31749	9606	9606	16280327
P31749_Q8N668	Q8N668	P31749	P31749_Q8N668	Q8N668	P31749	9606	9606	20237237
P31749_Q3V6T2	Q3V6T2	P31749	P31749_Q3V6T2	Q3V6T2	P31749	9606	9606	16139227
P31749_Q5T0W9	Q5T0W9	P31749	P31749_Q5T0W9	Q5T0W9	P31749	9606	9606	23676467
P31749_P53804	P53804	P31749	P31749_P53804	P53804	P31749	9606	9606	20059950
P17861-1_P31749	P17861-1	P31749	P17861_P31749	P17861	P31749	9606	9606	25190803
P31749_P49760	P49760	P31749	P31749_P49760	P49760	P31749	9606	9606	20682768
P31749_P63104	P63104	P31749	P31749_P63104	P63104	P31749	9606	9606	10102273
P31749_Q9H4X1	Q9H4X1	P31749	P31749_Q9H4X1	Q9H4X1	P31749	9606	9606	19162005
P31749_Q96P53	Q96P53	P31749	P31749_Q96P53	Q96P53	P31749	9606	9606	16792529
P10276_P31749	P10276	P31749	P10276_P31749	P10276	P31749	9606	9606	16417524
P31749_Q92567	Q92567	P31749	P31749_Q92567	Q92567	P31749	9606	9606	23251525
P31749_Q13188	Q13188	P31749	P31749_Q13188	Q13188	P31749	9606	9606	20231902
P23396_P31749	P23396	P31749	P23396_P31749	P23396	P31749	9606	9606	20605787
O95988_P31749	O95988	P31749	O95988_P31749	O95988	P31749	9606	9606	10983986
P31749_P56278	P56278	P31749	P31749_P56278	P56278	P31749	9606	9606	10983986
P31749_P56279	P56279	P31749	P31749_P56279	P56279	P31749	9606	9606	10983986
P31749_Q15058	Q15058	P31749	P31749_Q15058	Q15058	P31749	9606	9606	24784001
P31749_Q9Y4K3	Q9Y4K3	P31749	P31749_Q9Y4K3	Q9Y4K3	P31749	9606	9606	19713527
P31749_Q13043	Q13043	P31749	P31749_Q13043	Q13043	P31749	9606	9606	17932490
P31749_Q07912	Q07912	P31749	P31749_Q07912	Q07912	P31749	9606	9606	20333297
P31749_Q5VWQ8	Q5VWQ8	P31749	P31749_Q5VWQ8	Q5VWQ8	P31749	9606	9606	19903888
P31749_Q96RU7	Q96RU7	P31749	P31749_Q96RU7	Q96RU7	P31749	9606	9606	12791994
P31749_Q13188	Q13188	P31749	P31749_Q13188	Q13188	P31749	9606	9606	20086174
P12931_P31749	P12931	P31749	P12931_P31749	P12931	P31749	9606	9606	19262695
O60858_P31749	O60858	P31749	O60858_P31749	O60858	P31749	9606	9606	21333377
P31749_Q96A49	Q96A49	P31749	P31749_Q96A49	Q96A49	P31749	9606	9606	23300339
P31749_Q92600	Q92600	P31749	P31749_Q92600	Q92600	P31749	9606	9606	20878056
P06239_P37198	P06239	P37198	P06239_P37198	P06239	P37198	9606	9606	8650207
P37198_Q13546	Q13546	P37198	P37198_Q13546	Q13546	P37198	9606	9606	10356400
P37198_Q9Y4K3	Q9Y4K3	P37198	P37198_Q9Y4K3	Q9Y4K3	P37198	9606	9606	11244088
P20333_P37198	P20333	P37198	P20333_P37198	P20333	P37198	9606	9606	11244088
P10636_P37198	P10636	P37198	P10636_P37198	P10636	P37198	9606	9606	15953362
P37198_P40121	P40121	P37198	P37198_P40121	P40121	P37198	9606	9606	18266911
O60318_P37198	O60318	P37198	O60318_P37198	O60318	P37198	9606	9606	23652018
P10828_P37198	P10828	P37198	P10828_P37198	P10828	P37198	9606	9606	15625236
P37198_Q96IZ0	Q96IZ0	P37198	P37198_Q96IZ0	Q96IZ0	P37198	9606	9606	11755531
P37198_Q05513	Q05513	P37198	P37198_Q05513	Q05513	P37198	9606	9606	11755531
P37198_Q99567	Q99567	P37198	P37198_Q99567	Q99567	P37198	9606	9606	30543681
P06748_P37198	P06748	P37198	P06748_P37198	P06748	P37198	9606	9606	16648475
P37198_P61970	P61970	P37198	P37198_P61970	P61970	P37198	9606	9606	7744965
P59901_Q10589	Q10589	P59901	P59901_Q10589	Q10589	P59901	9606	9606	19564354
P30273_P59901	P30273	P59901	P30273_P59901	P30273	P59901	9606	9606	16735691
Q01130_Q15696	Q15696	Q01130	Q01130_Q15696	Q15696	Q01130	9606	9606	9237760
P18583_Q01130	P18583	Q01130	P18583_Q01130	P18583	Q01130	9606	9606	21504830
Q01130_Q99590	Q99590	Q01130	Q01130_Q99590	Q99590	Q01130	9606	9606	9447963
Q01130_Q9H0G5	Q9H0G5	Q01130	Q01130_Q9H0G5	Q9H0G5	Q01130	9606	9606	21296756
P08047_Q05066	P08047	Q05066	P08047_Q05066	P08047	Q05066	9606	9606	16582099
O75159_Q15369	O75159	Q15369	O75159_Q15369	O75159	Q15369	9606	9606	15590694
Q15369_Q96BD6	Q96BD6	Q15369	Q15369_Q96BD6	Q96BD6	Q15369	9606	9606	21199876
Q15369_Q99619	Q99619	Q15369	Q15369_Q99619	Q99619	Q15369	9606	9606	21199876
Q15369_Q96A44	Q96A44	Q15369	Q15369_Q96A44	Q96A44	Q15369	9606	9606	21199876
Q5H8C1_Q5SZK8	Q5SZK8	Q5H8C1	Q5H8C1_Q5SZK8	Q5SZK8	Q5H8C1	9606	9606	29688405
Q14624_Q96KC8	Q14624	Q96KC8	Q14624_Q96KC8	Q14624	Q96KC8	9606	9606	16271702
P80294_Q96KC8	P80294	Q96KC8	P80294_Q96KC8	P80294	Q96KC8	9606	9606	14668352
P01011_Q96KC8	P01011	Q96KC8	P01011_Q96KC8	P01011	Q96KC8	9606	9606	14668352
Q92585_Q99466	Q92585	Q99466	Q92585_Q99466	Q92585	Q99466	9606	9606	11101851
Q86Y01_Q99466	Q86Y01	Q99466	Q86Y01_Q99466	Q86Y01	Q99466	9606	9606	7671825
P11940_Q99700	P11940	Q99700	P11940_Q99700	P11940	Q99700	9606	9606	15663938
P26196_Q99700	P26196	Q99700	P26196_Q99700	P26196	Q99700	9606	9606	17392519
P00533_Q99700	P00533	Q99700	P00533_Q99700	P00533	Q99700	9606	9606	18602463
Q99700_Q9NWB1	Q9NWB1	Q99700	Q99700_Q9NWB1	Q9NWB1	Q99700	9606	9606	10814712
Q13148_Q99700	Q13148	Q99700	Q13148_Q99700	Q13148	Q99700	9606	9606	20740007
O60260_Q99700	O60260	Q99700	O60260_Q99700	O60260	Q99700	9606	9606	17097639
P08047_Q99801	P08047	Q99801	P08047_Q99801	P08047	Q99801	9606	9606	20716579
Q8IZQ8_Q99801	Q8IZQ8	Q99801	Q8IZQ8_Q99801	Q8IZQ8	Q99801	9606	9606	19797053
Q99801_Q9NS56	Q9NS56	Q99801	Q99801_Q9NS56	Q9NS56	Q99801	9606	9606	18077445
P11831_Q99801	P11831	Q99801	P11831_Q99801	P11831	Q99801	9606	9606	18296735
Q13547_Q99801	Q13547	Q99801	Q13547_Q99801	Q13547	Q99801	9606	9606	18974119
Q6UXV4_Q9BUR5	Q6UXV4	Q9BUR5	Q6UXV4_Q9BUR5	Q6UXV4	Q9BUR5	9606	9606	25764979
Q16891_Q9BUR5	Q16891	Q9BUR5	Q16891_Q9BUR5	Q16891	Q9BUR5	9606	9606	25764979
Q5TGZ0_Q9BUR5	Q5TGZ0	Q9BUR5	Q5TGZ0_Q9BUR5	Q5TGZ0	Q9BUR5	9606	9606	25764979
P04637_Q9BV47	P04637	Q9BV47	P04637_Q9BV47	P04637	Q9BV47	9606	9606	20562916
Q9BV47_Q9ULV5-1	Q9ULV5-1	Q9BV47	Q9BV47_Q9ULV5	Q9ULV5	Q9BV47	9606	9606	16581800
O14672_Q9H1Z9	O14672	Q9H1Z9	O14672_Q9H1Z9	O14672	Q9H1Z9	9606	9606	23091066
Q92831_Q9H6U6	Q92831	Q9H6U6	Q92831_Q9H6U6	Q92831	Q9H6U6	9606	9606	17505058
P03372_Q9H6U6	P03372	Q9H6U6	P03372_Q9H6U6	P03372	Q9H6U6	9606	9606	17505058
Q8IZL8_Q9H6U6	Q8IZL8	Q9H6U6	Q8IZL8_Q9H6U6	Q8IZL8	Q9H6U6	9606	9606	17505058
P60827_Q9HBX9	P60827	Q9HBX9	P60827_Q9HBX9	P60827	Q9HBX9	9606	9606	24014093
O15105_Q9HCE7	O15105	Q9HCE7	O15105_Q9HCE7	O15105	Q9HCE7	9606	9606	12151385
Q9BUZ4_Q9HCE7	Q9BUZ4	Q9HCE7	Q9BUZ4_Q9HCE7	Q9BUZ4	Q9HCE7	9606	9606	19937093
Q9H469_Q9HCE7	Q9H469	Q9HCE7	Q9H469_Q9HCE7	Q9H469	Q9HCE7	9606	9606	21572392
P84022_Q9HCE7	P84022	Q9HCE7	P84022_Q9HCE7	P84022	Q9HCE7	9606	9606	11278251
Q99717_Q9HCE7	Q99717	Q9HCE7	Q99717_Q9HCE7	Q99717	Q9HCE7	9606	9606	11278251
O43541_Q9HCE7	O43541	Q9HCE7	O43541_Q9HCE7	O43541	Q9HCE7	9606	9606	11278251
Q15797_Q9HCE7	Q15797	Q9HCE7	Q15797_Q9HCE7	Q15797	Q9HCE7	9606	9606	11278251
Q9NQ87_Q9UBP5	Q9NQ87	Q9UBP5	Q9NQ87_Q9UBP5	Q9NQ87	Q9UBP5	9606	9606	21454491
Q96EB6_Q9UBP5	Q96EB6	Q9UBP5	Q96EB6_Q9UBP5	Q96EB6	Q9UBP5	9606	9606	12535671
P27540_Q9UBP5	P27540	Q9UBP5	P27540_Q9UBP5	P27540	Q9UBP5	9606	9606	10692439
O75376_Q9UBP5	O75376	Q9UBP5	O75376_Q9UBP5	O75376	Q9UBP5	9606	9606	11486045
A8MT69_Q8N2Z9	Q8N2Z9	A8MT69	A8MT69_Q8N2Z9	Q8N2Z9	A8MT69	9606	9606	20347429
P02452_P08123	P02452	P08123	P02452_P08123	P02452	P08123	9606	9606	18375391
P10071_Q9UHF7	Q9UHF7	P10071	P10071_Q9UHF7	Q9UHF7	P10071	9606	9606	19389374
P10071_Q86YF9	Q86YF9	P10071	P10071_Q86YF9	Q86YF9	P10071	9606	9606	23955340
O60481_P10071	O60481	P10071	O60481_P10071	O60481	P10071	9606	9606	17764085
P10071_Q9Y297	Q9Y297	P10071	P10071_Q9Y297	Q9Y297	P10071	9606	9606	16371461
P10071_P12755	P12755	P10071	P10071_P12755	P12755	P10071	9606	9606	12435627
P10071_Q93074	Q93074	P10071	P10071_Q93074	Q93074	P10071	9606	9606	17000779
P10071_Q2M1P5	Q2M1P5	P10071	P10071_Q2M1P5	Q2M1P5	P10071	9606	9606	19592253
P10071_Q9UMX1	Q9UMX1	P10071	P10071_Q9UMX1	Q9UMX1	P10071	9606	9606	28965847
P18124_P18124	P18124	P18124	P18124_P18124	P18124	P18124	9606	9606	8441630
P31785_Q9HBE4	Q9HBE4	P31785	P31785_Q9HBE4	Q9HBE4	P31785	9606	9606	12504082
P35612_P35612	P35612	P35612	P35612_P35612	P35612	P35612	9606	9606	7642559
P35611_P35612	P35611	P35612	P35611_P35612	P35611	P35612	9606	9606	7642559
P53384_Q9Y5Y2	Q9Y5Y2	P53384	P53384_Q9Y5Y2	Q9Y5Y2	P53384	9606	9606	18573874
P55316_Q9UGL1	Q9UGL1	P55316	P55316_Q9UGL1	Q9UGL1	P55316	9606	9606	12657635
P61296_Q06413	Q06413	P61296	P61296_Q06413	Q06413	P61296	9606	9606	15486975
O14682_Q14145	O14682	Q14145	O14682_Q14145	O14682	Q14145	9606	9606	19424503
P58004_Q14145	P58004	Q14145	P58004_Q14145	P58004	Q14145	9606	9606	23274085
Q14145_Q5JTC6	Q5JTC6	Q14145	Q14145_Q5JTC6	Q5JTC6	Q14145	9606	9606	17510365
P08238_Q14145	P08238	Q14145	P08238_Q14145	P08238	Q14145	9606	9606	26517842
P07900_Q14145	P07900	Q14145	P07900_Q14145	P07900	Q14145	9606	9606	26517842
Q14145_Q9GZQ8	Q9GZQ8	Q14145	Q14145_Q9GZQ8	Q9GZQ8	Q14145	9606	9606	24089205
Q13501_Q14145	Q13501	Q14145	Q13501_Q14145	Q13501	Q14145	9606	9606	20452972
Q14145_Q16236	Q16236	Q14145	Q14145_Q16236	Q16236	Q14145	9606	9606	15601839
Q14145_Q16236	Q16236	Q14145	Q14145_Q16236	Q16236	Q14145	9606	9606	17015834
Q14207_Q9BQA5	Q9BQA5	Q14207	Q14207_Q9BQA5	Q9BQA5	Q14207	9606	9606	18850719
Q14207_Q9BQA5	Q9BQA5	Q14207	Q14207_Q9BQA5	Q9BQA5	Q14207	9606	9606	15988025
P49918_Q14207	P49918	Q14207	P49918_Q14207	P49918	Q14207	9606	9606	19170105
Q3KRA9_Q9H867	Q9H867	Q3KRA9	Q3KRA9_Q9H867	Q9H867	Q3KRA9	9606	9606	22948820
Q658P3_Q8TEB9-1	Q8TEB9-1	Q658P3	Q658P3_Q8TEB9	Q8TEB9	Q658P3	9606	9606	22624035
Q7L2J0_Q9Y580	Q9Y580	Q7L2J0	Q7L2J0_Q9Y580	Q9Y580	Q7L2J0	9606	9606	30824372
Q7Z403_Q99828	Q99828	Q7Z403	Q7Z403_Q99828	Q99828	Q7Z403	9606	9606	30068544
Q7Z403_Q9Y6M5	Q9Y6M5	Q7Z403	Q7Z403_Q9Y6M5	Q9Y6M5	Q7Z403	9606	9606	18158319
P35579_Q86VB7	P35579	Q86VB7	P35579_Q86VB7	P35579	Q86VB7	9606	9606	15479433
P54259_Q96J02	P54259	Q96J02	P54259_Q96J02	P54259	Q96J02	9606	9606	9647693
Q15303_Q96J02	Q15303	Q96J02	Q15303_Q96J02	Q15303	Q96J02	9606	9606	20858735
Q8N0X7_Q96J02	Q8N0X7	Q96J02	Q8N0X7_Q96J02	Q8N0X7	Q96J02	9606	9606	19580544
Q96J02_Q9Y5X1	Q9Y5X1	Q96J02	Q96J02_Q9Y5X1	Q9Y5X1	Q96J02	9606	9606	20491914
Q86Y01_Q96J02	Q86Y01	Q96J02	Q86Y01_Q96J02	Q86Y01	Q96J02	9606	9606	17028573
P61073_Q96J02	P61073	Q96J02	P61073_Q96J02	P61073	Q96J02	9606	9606	19116316
Q96J02_Q9H3M7	Q9H3M7	Q96J02	Q96J02_Q9H3M7	Q9H3M7	Q96J02	9606	9606	20068034
Q96B67_Q96J02	Q96B67	Q96J02	Q96B67_Q96J02	Q96B67	Q96J02	9606	9606	23886940
Q8N5I2_Q96J02	Q8N5I2	Q96J02	Q8N5I2_Q96J02	Q8N5I2	Q96J02	9606	9606	23886940
Q8TDB6_Q96J02	Q8TDB6	Q96J02	Q8TDB6_Q96J02	Q8TDB6	Q96J02	9606	9606	24790097
Q15366_Q96J02	Q15366	Q96J02	Q15366_Q96J02	Q15366	Q96J02	9606	9606	19881509
P35226_Q99496	P35226	Q99496	P35226_Q99496	P35226	Q99496	9606	9606	16714294
Q99496_Q9BSM1	Q9BSM1	Q99496	Q99496_Q9BSM1	Q9BSM1	Q99496	9606	9606	26687479
Q8NFJ9_Q99496	Q8NFJ9	Q99496	Q8NFJ9_Q99496	Q8NFJ9	Q99496	9606	9606	22302990
Q99496_Q9BXC9	Q9BXC9	Q99496	Q99496_Q9BXC9	Q9BXC9	Q99496	9606	9606	22302990
Q8N3I7_Q99496	Q8N3I7	Q99496	Q8N3I7_Q99496	Q8N3I7	Q99496	9606	9606	22302990
Q96RK4_Q99496	Q96RK4	Q99496	Q96RK4_Q99496	Q96RK4	Q99496	9606	9606	22302990
Q8TAM1_Q99496	Q8TAM1	Q99496	Q8TAM1_Q99496	Q8TAM1	Q99496	9606	9606	22302990
Q8TAM2_Q99496	Q8TAM2	Q99496	Q8TAM2_Q99496	Q8TAM2	Q99496	9606	9606	22302990
Q99496_Q9NPJ1	Q9NPJ1	Q99496	Q99496_Q9NPJ1	Q9NPJ1	Q99496	9606	9606	22302990
Q8IWZ6_Q99496	Q8IWZ6	Q99496	Q8IWZ6_Q99496	Q8IWZ6	Q99496	9606	9606	22302990
O95931_Q99496	O95931	Q99496	O95931_Q99496	O95931	Q99496	9606	9606	10369680
Q6W2J9_Q99496	Q6W2J9	Q99496	Q6W2J9_Q99496	Q6W2J9	Q99496	9606	9606	16943429
Q99496_Q99623	Q99623	Q99496	Q99496_Q99623	Q99623	Q99496	9606	9606	18629613
Q12800-1_Q99496	Q12800-1	Q99496	Q12800_Q99496	Q12800	Q99496	9606	9606	18629613
O60356_Q99496	O60356	Q99496	O60356_Q99496	O60356	Q99496	9606	9606	28720707
Q8N488_Q99496	Q8N488	Q99496	Q8N488_Q99496	Q8N488	Q99496	9606	9606	20696397
Q9NPD8_Q9NW38	Q9NPD8	Q9NW38	Q9NPD8_Q9NW38	Q9NPD8	Q9NW38	9606	9606	17938197
Q96B02_Q9NW38	Q96B02	Q9NW38	Q96B02_Q9NW38	Q96B02	Q9NW38	9606	9606	19111657
Q9NPD8_Q9NW38	Q9NPD8	Q9NW38	Q9NPD8_Q9NW38	Q9NPD8	Q9NW38	9606	9606	19111657
Q9NPD8_Q9NW38	Q9NPD8	Q9NW38	Q9NPD8_Q9NW38	Q9NPD8	Q9NW38	9606	9606	24389026
Q9NPD8_Q9NW38	Q9NPD8	Q9NW38	Q9NPD8_Q9NW38	Q9NPD8	Q9NW38	9606	9606	16916645
Q96D31_Q9P246	Q96D31	Q9P246	Q96D31_Q9P246	Q96D31	Q9P246	9606	9606	17905723
Q13586_Q9P246	Q13586	Q9P246	Q13586_Q9P246	Q13586	Q9P246	9606	9606	11463338
O75116_Q9UHD1	O75116	Q9UHD1	O75116_Q9UHD1	O75116	Q9UHD1	9606	9606	20230755
Q13464_Q9UHD1	Q13464	Q9UHD1	Q13464_Q9UHD1	Q13464	Q9UHD1	9606	9606	20230755
P07900_Q9UHD1	P07900	Q9UHD1	P07900_Q9UHD1	P07900	Q9UHD1	9606	9606	19875381
P51149_Q9Y4L5	P51149	Q9Y4L5	P51149_Q9Y4L5	P51149	Q9Y4L5	9606	9606	16925951
P05019_P24593	P05019	P24593	P05019_P24593	P05019	P24593	9606	9606	10766744
